scenario,label,variant,year,formal_collection_t,informal_collection_t,mixed_collection_t,uncollected_t,closed_loop_mr_t,open_loop_mr_t,chemical_p2p_t,chemical_p2f_t,engineered_landfill_t,thermal_treatment_t,unsanitary_dumpsite_t,uncollected_to_burn_t,uncollected_to_land_t,uncollected_to_water_t,post_collection_mismanaged_t,aquatic_t,terrestrial_t,open_burning_t,total_leakage_t
CDS,Collection & Disposal,CENTRAL,2025,584139.770058982,974998.6390778545,1050487.059431805,741040.175002451,133948.470808871,426820.28787710064,0.0,0.0,98933.3873707301,25341.2373049694,196705.650206605,322693.202195732,334575.11084771,164317.078260861,760478.8170077361,323091.9809895064,228215.328236439,429997.07531164296,981304.3845375883
CDS,Collection & Disposal,CENTRAL,2026,667540.92209166,977879.5781404477,1060131.472123841,746890.093425473,134086.335411676,428344.44939969084,0.0,0.0,108196.890626467,29657.0639680754,193796.981290533,365711.640068778,396180.332973703,190472.99326062,747828.5267149329,344678.5394650581,256098.721350261,469730.309557876,1070507.5703731952
CDS,Collection & Disposal,CENTRAL,2027,754596.95207324,986730.9452052192,1105489.199958622,750444.669099798,135567.064928455,434382.43047921004,0.0,0.0,119062.188773193,34835.4483139084,195706.143981771,400093.69206468,444900.224654437,211248.479179779,753043.891564403,363604.6027907434,278074.242000734,503328.06393691996,1145006.9087283975
CDS,Collection & Disposal,CENTRAL,2028,846401.774989189,996089.172754362,1152827.532551032,752211.913207115,137101.996166124,440663.585973864,0.0,0.0,130420.150987595,40639.5843786746,197464.941158519,435706.508575762,495190.702870323,232724.302861521,757603.8077300685,382811.9642526568,300494.86829565,538070.735957767,1221377.5685060737
CDS,Collection & Disposal,CENTRAL,2029,936087.66359084,1003621.0566182155,1199701.357245194,757992.100236555,138835.311826359,445556.959210429,0.0,0.0,142336.800466612,47141.4561347005,198525.530069772,471932.510908426,545889.003253636,254455.378540516,759640.9052188012,402893.1301187721,323424.37693231,573121.946423188,1299439.4534742702
CDS,Collection & Disposal,CENTRAL,2030,1035864.79841407,1012207.6061412562,1248668.546705486,754522.17230836,140253.811579798,451538.6371014998,0.0,0.0,154453.721621155,54272.2780319209,199568.00155649,509244.370022472,598394.70160358,276909.767906513,761339.0215670371,421928.9945528991,346140.88130267,609190.5660456368,1377260.4419012058
CDS,Collection & Disposal,CENTRAL,2031,1140581.47368134,1020815.9292348416,1296957.85238046,748792.078661629,141628.127067288,457431.62469165574,0.0,0.0,166850.127199291,62099.8347073387,200047.670378981,548631.94216771,653663.255774139,300573.799485462,760879.4503084777,441415.67333545757,369757.618424304,647081.281793151,1458254.5735529126
CDS,Collection & Disposal,CENTRAL,2032,1249261.37643564,1028859.1187044675,1345225.211193026,739991.431156566,142907.250212822,463070.6775073079,0.0,0.0,179504.72446262,70661.541916119,200028.755082003,589039.082404566,710270.719197844,324827.450400603,758496.8806689677,460767.43239445286,393561.971444182,685757.4490376125,1540086.8528762474
CDS,Collection & Disposal,CENTRAL,2033,1362944.96205244,1037035.2454341574,1393650.320753583,728635.946458022,144176.52319923,468721.15910597495,0.0,0.0,192452.596820244,80019.2804119463,199537.396491507,631125.076156839,769030.312940793,350038.847274408,754320.3590142697,480374.22922048706,417962.697822684,725905.1139517826,1624242.0409949538
CDS,Collection & Disposal,CENTRAL,2034,1480659.34293961,1044704.6413485899,1442018.216639692,714042.248894234,145360.293496466,474141.70609701704,0.0,0.0,205605.094238908,90186.9173489061,198522.760293308,674246.798038539,829112.404440093,375839.800619658,748154.0314531322,499812.7340861153,442517.197179709,766854.4669851203,1709184.3982509444
CDS,Collection & Disposal,CENTRAL,2035,1602302.73623027,1051888.5449866608,1490406.9479956839,696128.1568504,146463.8916448,479346.96409898205,0.0,0.0,215678.012662262,99696.2801006405,199376.628103162,718291.349018621,890345.227529782,402159.144137101,749600.7340743032,519908.68007251585,467136.839860789,809945.5163028912,1796991.036236196
CDS,Collection & Disposal,CENTRAL,2036,1729159.41571819,1059248.3992455858,1538906.561700788,675370.696970948,147566.059912171,484582.71794928703,0.0,0.0,225852.697665333,109908.476716947,199899.214428832,764063.884088345,953748.14360633,429453.006923669,749750.471982432,540293.6799743072,492317.324662902,854630.071099441,1887241.0757366503
CDS,Collection & Disposal,CENTRAL,2037,1855248.48046319,1074822.6538679467,1587014.9982953258,651176.279209909,149522.530116452,492315.7863908461,0.0,0.0,236780.60789114,121197.909204405,200511.503786846,809091.846813114,1014750.16335721,455960.502542582,750268.223851549,559674.9694401327,515835.080190107,898641.7587463564,1974151.8083765958
CDS,Collection & Disposal,CENTRAL,2038,1983404.65279804,1093695.4445241797,1635343.835940216,623508.091521195,151827.814099975,501076.767847586,0.0,0.0,248103.257588063,133466.495301024,200909.774948679,854199.589522537,1075061.79127404,482315.345199144,749983.5742817187,578410.5779222584,538506.101067886,942653.3028449991,2059569.9818351434
CDS,Collection & Disposal,CENTRAL,2039,2116899.20398219,1112932.512537759,1683881.0706007509,592707.941815962,154170.171752419,509968.221996013,0.0,0.0,259533.306820656,146624.277636825,200868.534420395,900997.21070743,1137341.05362304,509584.566082618,748057.5285821732,597311.564047383,561593.263535328,988171.5057054139,2147076.3332881248
CDS,Collection & Disposal,CENTRAL,2040,2254519.09260882,1131966.0566368825,1732345.5707294832,558310.91720403,156479.999267692,518766.838374038,0.0,0.0,270969.454305972,160664.630934686,200341.831146394,948856.298078682,1200808.47763786,537416.193929136,744316.7835998102,615997.1702053216,584707.125196839,1034544.5845378791,2235248.8799400395
CDS,Collection & Disposal,CENTRAL,2041,2397915.67874767,1151413.0353774223,1780900.529297776,520641.727835455,158830.48435116,527704.997403856,0.0,0.0,282444.026471803,175656.178344031,199352.489999888,998656.482186661,1266589.80827934,566311.5726165,738856.1939666292,634943.2612083855,608370.66285566,1082667.2855842223,2325981.2096482674
CDS,Collection & Disposal,CENTRAL,2042,2545782.24274,1170727.756144478,1829382.917782763,479275.898234436,161157.040867689,536576.896181908,0.0,0.0,293870.540780215,191597.566977829,197874.422574631,1049674.59082964,1333751.30138985,595856.473054873,731571.9568136286,653732.6601129416,632128.968374221,1131801.7678380522,2417663.3963252148
CDS,Collection & Disposal,CENTRAL,2043,2699599.26997336,1190411.0869252514,1877937.6873887389,434401.117921811,163519.237082324,545571.88280053,0.0,0.0,305271.32532193,208555.145535941,195925.30999632,1102657.8206564,1403247.08263476,626476.22582279,722536.402903351,672756.7646558962,656413.834155821,1182706.2289667865,2511876.8277785038
CDS,Collection & Disposal,CENTRAL,2044,2859576.09020265,1210457.3646071574,1926496.281529846,385882.219364787,165915.704966357,554684.35563275,0.0,0.0,316608.907034308,226559.298290504,193495.131903227,1157724.89127336,1475225.99194495,658237.720804577,711712.1140692339,692050.0873481348,681271.518783117,1235495.2353462086,2608816.84147746
CDS,Collection & Disposal,LOWER,2020,265978.366269761,609384.5626877823,516272.2900409844,579825.778489526,83183.6838031024,281203.03061480826,0.0,0.0,0.0,0.0,111809.394531984,135643.762887547,197529.642678786,73894.4307687113,610050.0668198434,150558.8158226003,135491.111538022,196124.6068994806,482174.5342601029
CDS,Collection & Disposal,LOWER,2021,264347.58931154,632816.6387508113,511327.4989542384,621936.288549999,86166.9083651642,290048.5113208293,0.0,0.0,0.0,0.0,110769.329828033,144082.343956972,211515.474596918,78994.5087452787,609423.94086217,157090.6005641157,144752.913036451,205772.0359169482,507615.5495175149
CDS,Collection & Disposal,LOWER,2022,278918.852194154,697507.9663263982,538893.3168368731,704508.441223519,94719.9601610151,317713.4298002635,0.0,0.0,0.0,0.0,116129.158263948,161822.037381848,239299.173557277,89241.594101888,647528.0986392982,174029.5652885387,163496.408023641,227683.4566531651,565209.4299653447
CDS,Collection & Disposal,LOWER,2023,278540.427270977,726710.4572380839,537847.3156630864,751446.074322826,98441.2411752687,329156.28058124555,0.0,0.0,0.0,0.0,115798.306511023,171372.387767371,255037.47626061,94991.7772068396,652234.8476243299,182201.08560660708,174053.391313504,238891.8103379599,595146.287258071
CDS,Collection & Disposal,LOWER,2024,278272.258080638,756110.5983132,536900.4938482599,798582.484142596,102165.98476996,340606.8331852287,0.0,0.0,0.0,0.0,115469.668098942,180960.007343744,270812.426237149,100756.862839903,657004.0499870218,190378.8599338707,184611.740320534,250135.47000783298,625126.0702622377
CDS,Collection & Disposal,LOWER,2025,417845.713431292,693709.2934577614,726660.087056262,685990.757424946,98361.4611356164,335288.0126994535,0.0,0.0,47476.9688712769,0.0,129488.13351623,164940.846134744,234560.011535459,88298.1746965416,597666.189093055,181234.1117444354,162579.437167146,212289.0659168311,556102.6148284125
CDS,Collection & Disposal,LOWER,2026,477653.211840583,682162.4435979965,733777.50244129,684313.094994513,97161.647049214,330987.0518438762,0.0,0.0,52228.4067423487,0.0,129725.302551158,167381.210957744,233802.470146185,88557.7103729536,580375.3054006358,182133.1017084004,163347.813047312,212415.96577784442,557896.8805335568
CDS,Collection & Disposal,LOWER,2027,540107.60556557,676832.3741429055,765729.694837707,679869.362439326,97121.6915497338,331673.7488487667,0.0,0.0,57632.3655485128,0.0,129720.130464126,169518.054008268,232280.80761259,88573.9770013078,574397.7337325844,183936.9381524551,163760.13350737,213577.4117484887,561274.4834083138
CDS,Collection & Disposal,LOWER,2028,606000.827157466,671591.0290986625,799122.991013249,673093.65947859,97095.4050072636,332470.73858015414,0.0,0.0,63348.7079262189,431.277676100538,129543.648498635,171379.309133843,229947.733291859,88341.5182508744,568239.2897700812,185369.8427642133,163741.958250866,214489.3701567122,563601.1711717915
CDS,Collection & Disposal,LOWER,2029,670451.827849242,671346.4473958348,832372.026000284,670736.053638405,97585.7264390316,334631.22057002404,0.0,0.0,69336.7747962066,2864.9472698848,127927.532097414,173826.712027957,229629.381327849,88619.9671909785,559317.6812674315,187462.44496409182,164842.161843811,215842.4710067748,568147.0778146776
CDS,Collection & Disposal,LOWER,2030,742137.338187288,665287.7378203162,867013.293461634,657761.182755446,97443.2447139948,335138.5639712645,0.0,0.0,75526.4036676753,5747.93089106294,126456.340967314,174769.602519361,225175.686472017,87697.3175316434,551665.5737994993,187344.3408589512,163619.040737354,215780.330354155,566743.7119504602
CDS,Collection & Disposal,LOWER,2031,817405.23814869,658853.0942297016,901237.630750813,641947.661998056,97231.2306382387,335392.9068153281,0.0,0.0,81476.7979561113,9104.70196954847,124278.448475295,175338.899151259,219720.834054294,86461.7436678281,541320.7256039002,186272.9043607699,161844.619561734,214178.46669213127,562295.9906146352
CDS,Collection & Disposal,LOWER,2032,895557.277290359,651815.7291506177,935497.28716059,622568.5250739,96930.0071757072,335370.22275045066,0.0,0.0,87599.8289583039,12967.8264171982,121659.950470338,175356.69867415,213032.126853804,84822.7161475189,528966.4132072902,184467.5555903854,159357.234722432,209756.44123616169,553581.2315489792
CDS,Collection & Disposal,LOWER,2033,977341.017586707,644573.7286375598,969914.4569617881,600036.063597395,96593.0235526983,335227.3364923168,0.0,0.0,93935.1115779351,17373.2143271429,118613.917056326,174948.195839765,205248.969340145,82837.7493901002,511006.4852409702,181894.18224007392,156264.967018873,204816.32997645967,542975.4792354065
CDS,Collection & Disposal,LOWER,2034,1062060.42864991,636800.9940662653,1004337.029147363,573754.172327115,96176.7506178772,334835.24050560745,0.0,0.0,100282.642621572,22349.9061553506,115468.210811159,173956.112699312,196167.979879296,80427.8112932557,492947.52052265883,178334.8038886804,152421.048447952,200811.47534925662,531567.3276858891
CDS,Collection & Disposal,LOWER,2035,1149643.71645675,628548.4530133262,1038817.092165083,543645.994665633,95688.4466307527,334220.18958309595,0.0,0.0,105101.409516697,27512.1318308544,114405.465460729,172362.034243784,185761.874707353,77582.8654709417,488637.60618609894,174614.390705008,147624.231736123,199282.2940290141,521520.9164701451
CDS,Collection & Disposal,LOWER,2036,1241013.69303578,620148.9028680717,1073415.270061486,510061.767145255,95173.0478815676,333508.3273523894,0.0,0.0,109987.219240133,33173.9825403821,113031.719177584,170287.709733637,174149.279651436,74354.7086009422,482934.4411694049,170365.66747422473,138568.683243251,197257.1318072832,506191.48252475896
CDS,Collection & Disposal,LOWER,2037,1332009.91436544,620335.0228167494,1108067.096138767,472514.470639876,95526.2610437068,335408.10559318966,0.0,0.0,115287.455150855,39510.8508102318,111561.210348129,167591.201085327,161164.120663694,70676.3173645069,476807.4159655309,165464.26907407492,128416.597700532,194622.99195104899,488503.85872565594
CDS,Collection & Disposal,LOWER,2038,1424590.59992768,623984.1035273062,1143009.898025141,430965.482824349,96234.1554714617,338389.59335967625,0.0,0.0,120799.710678275,46521.9706437314,109808.828451485,159930.059950562,146792.229774877,66542.8780669336,469461.1651401396,159800.2142108518,117174.660020953,186995.3564211081,463970.23065291287
CDS,Collection & Disposal,LOWER,2039,1521053.070098,627709.5641081275,1178115.089641704,385622.942502195,96951.7812581944,341394.3185061035,0.0,0.0,126378.362174675,54187.790422584,107638.238337208,148929.123394953,131103.542557354,61989.2594679778,460322.1263473037,152369.827810702,104898.792540493,175966.7596257708,433235.3799769658
CDS,Collection & Disposal,LOWER,2040,1620526.82904792,631245.3676326774,1213184.704116994,336137.631103432,97640.8082894583,344307.6745794482,0.0,0.0,131967.196635953,62527.7253023405,105024.672436186,130758.782478235,113979.01390354,56964.6478949562,449285.60635995027,143623.7598965425,91494.7843356207,157701.6129260245,392820.1571581877
CDS,Collection & Disposal,LOWER,2041,1724199.84643655,634858.2478023724,1248332.684451324,282668.022619164,98338.7370357219,347234.7497613628,0.0,0.0,137591.10360468,71582.7915227557,101973.992084903,111119.972655731,95470.9153919831,51499.9574673324,436378.7025133917,133948.2789140883,77004.6252531524,137902.4770469619,348855.3812142026
CDS,Collection & Disposal,LOWER,2042,1831133.73927569,638311.1341249362,1283444.3357276,224916.22221988,99012.4065795321,350081.6222907037,0.0,0.0,143199.446611016,81373.9333689672,98473.7317188712,89899.3537814083,75477.8123593167,45549.8979568721,421546.1051954299,118931.11058093159,61347.842484115,116452.93430139049,296731.88736643706
CDS,Collection & Disposal,LOWER,2043,1942394.42531044,641814.0226318145,1318620.9503637631,162918.362041274,99691.7117525058,352932.00913453463,0.0,0.0,148810.699237774,91942.5006863209,94528.3043923852,67113.7734536224,54010.1280248583,37689.2772802569,404808.0451348885,100631.05315733708,44533.4596641801,93371.174986282,238535.6878077992
CDS,Collection & Disposal,LOWER,2044,2058134.06980064,645352.4435072378,1353813.984057938,96513.8089426548,100374.64365933,355776.54600739497,0.0,0.0,154407.393706965,103318.110146043,90130.8692272981,42704.3901187665,29257.8532914653,23959.0442447586,386134.867618634,79078.64351014777,24769.0651734019,68596.7144917184,172444.42317526808
CDS,Collection & Disposal,UPPER,2020,396584.486442229,1060084.0331563016,815681.3298334121,730230.447665634,135581.992412918,422623.83473282185,0.0,0.0,0.0,0.0,249132.956445742,275542.912541162,419878.118602355,179008.898462804,850493.3008603954,388499.7036473312,345139.756189869,498375.941353113,1232015.4011903133
CDS,Collection & Disposal,UPPER,2021,394256.081460431,1086971.2227620648,811736.598678328,773405.936341992,139921.96397487,436925.22303283995,0.0,0.0,0.0,0.0,249299.246628874,293987.476754691,445728.326901757,189705.3663808,856975.6362212233,406299.2850002874,366764.718464777,522302.47174309497,1295366.4752081593
CDS,Collection & Disposal,UPPER,2022,416311.159720385,1182298.21659568,857328.211579439,866533.774489175,153090.131414225,468872.97197053075,0.0,0.0,0.0,0.0,264907.21073889,331512.688575473,500101.391444363,212518.466020701,909006.0065389408,449225.6391941024,411203.061472442,576429.466175827,1436858.1668423712
CDS,Collection & Disposal,UPPER,2023,416055.591746669,1216559.7459126944,857418.6802696531,915451.142737968,158400.371775332,483702.2864722919,0.0,0.0,0.0,0.0,266980.183498252,352307.185492588,529131.941196089,224550.580863034,919638.1507082776,469670.8048073295,434926.713405617,603645.725965897,1508243.2441788435
CDS,Collection & Disposal,UPPER,2024,415947.551724674,1251260.6804921152,857570.033465259,964696.004043859,163713.932703827,498649.6924552371,0.0,0.0,0.0,0.0,269311.867699095,373160.243426192,558268.844736815,236631.982864497,930213.6811766807,490155.5627243724,458673.097571008,630777.355381578,1579606.0156769585
CDS,Collection & Disposal,UPPER,2025,621298.474082654,1334172.2450068295,1150537.319866605,895489.260085272,167840.361013551,546567.021929561,0.0,0.0,166432.328785022,48376.7270727938,272618.741323817,333444.817068062,513332.595491575,219798.286616387,890664.4211595461,476089.9648084801,423141.877228083,514358.104254195,1413589.946290758
CDS,Collection & Disposal,UPPER,2026,709182.858606432,1391945.2541867492,1160241.848517778,914734.870295743,170546.519421321,571105.3637149337,0.0,0.0,180941.070134912,55084.0748873752,273255.967410996,365766.103759408,522631.868022426,224416.976010999,882871.8606176509,482960.691104159,430960.531067,542832.380663297,1456753.6028344561
CDS,Collection & Disposal,UPPER,2027,801536.581249279,1457376.5974486393,1209425.041094473,932304.779826717,175725.97421527,599498.238257803,0.0,0.0,198073.674776396,62905.0888429717,280577.595000738,400093.69206468,536908.874645157,228729.281600513,896119.079908102,492170.9789259869,438246.526098547,576791.533854218,1507209.038878752
CDS,Collection & Disposal,UPPER,2028,898901.968523007,1526601.712739504,1260709.121694808,948875.011396471,181194.151501311,629476.3452845596,0.0,0.0,215954.842438098,71531.684520262,288183.159473906,435706.508575762,562311.693244279,237578.76640598,913070.948334075,501037.39308484335,444968.788102039,612504.807782991,1558510.9889698732
CDS,Collection & Disposal,UPPER,2029,993956.089479003,1592164.5897065296,1311327.27062366,969023.572944498,186701.858966805,657540.6788264381,0.0,0.0,234646.981907769,80972.0978207221,294900.618789197,471932.510908426,605821.166208775,254718.971383862,927339.3226363247,511347.5859085127,453467.127659765,650042.222143125,1614856.9357114027
CDS,Collection & Disposal,UPPER,2030,1099350.90784113,1666091.2879554387,1363882.325323622,981577.886355554,192315.665278839,689563.8977156923,0.0,0.0,253646.575237583,91242.3665870515,302105.035993899,509244.370022472,653910.667993193,276909.767906513,944396.7033791731,518196.76788780186,463037.332127243,688826.76994664,1670060.869961685
CDS,Collection & Disposal,UPPER,2031,1206123.12166848,1743550.861188625,1411750.768490902,992679.704266401,198086.990566014,723019.6659281051,0.0,0.0,273050.614578225,102393.561792838,308933.451172231,548631.94216771,704384.612279251,300573.799485462,961900.1126667751,524881.9577055556,475723.533696184,729386.282842181,1729991.7742439206
CDS,Collection & Disposal,UPPER,2032,1316781.95078243,1823219.3065630724,1459702.4421236329,1001310.07675154,203892.136584415,757431.9457055025,0.0,0.0,292823.718533928,114450.710464091,315381.877490259,589039.082404566,755635.611106605,324827.450400603,978189.2475246697,532620.9518888745,487647.347538654,770629.170617626,1790897.4700451544
CDS,Collection & Disposal,UPPER,2033,1432436.18035271,1906510.4747612749,1507944.066925141,1008204.00435562,209873.980615561,793349.4939314108,0.0,0.0,313028.037181945,127510.839413367,321538.074576599,631125.076156839,808474.773374835,350038.847274408,993100.3459315395,541797.9832876294,498921.298797411,813283.375999555,1854002.6580845953
CDS,Collection & Disposal,UPPER,2034,1552054.07880428,1992115.286779981,1556213.8358101938,1012473.24931782,215897.693730276,830269.1651290996,0.0,0.0,333519.837662618,141569.145852898,327275.122958514,674246.798038539,862044.553314064,375839.800619658,1006199.2661195226,554456.1956451228,509050.999982936,856619.117176431,1920126.3128044899
CDS,Collection & Disposal,UPPER,2035,1675526.7935787,2079979.2658031648,1604574.8326546391,1014019.98551777,221960.485221442,868173.4211428291,0.0,0.0,349155.294932987,154398.727718612,334846.871522911,718291.349018621,916173.140033825,402159.144137101,1025913.0993032721,570051.364430274,519799.757215514,902495.093386163,1992346.215031951
CDS,Collection & Disposal,UPPER,2036,1804192.84710078,2171651.3959699427,1653107.3510230111,1013577.46805533,228210.447755443,907664.7161128236,0.0,0.0,361859.375735019,168118.552314187,342264.686120035,764063.884088345,971855.905133882,429453.006923669,1044727.782052528,585636.4909082927,539937.570940944,949944.600733092,2075518.6625823288
CDS,Collection & Disposal,UPPER,2037,1931614.03602516,2271966.0350734247,1700937.103001922,1010321.42723684,235287.881539874,950162.0966499374,0.0,0.0,375043.846033529,183084.409517339,350051.478147233,809091.846813114,1024639.30944522,455960.502542582,1064207.2192801412,599855.6102355991,558700.895972125,996742.553774517,2155299.059982241
CDS,Collection & Disposal,UPPER,2038,2060858.77451366,2377370.5460685766,1748905.893855169,1004215.3337824,242763.892720976,994587.157306086,0.0,0.0,388834.928213619,199192.066470027,357821.403290521,854199.589522537,1076170.39180487,482315.345199144,1085497.669509742,612977.1303994708,576196.708236397,1043509.0607791169,2232682.899414985
CDS,Collection & Disposal,UPPER,2039,2195406.35147788,2486830.1505778637,1797124.602451416,995858.093810397,250457.410403004,1040718.5820582588,0.0,0.0,402822.588357602,216390.080236303,365694.779348566,900997.21070743,1137341.05362304,509584.566082618,1106241.8929850815,631684.4086586176,593651.651532834,1091747.135825678,2317083.1960171293
CDS,Collection & Disposal,UPPER,2040,2333992.49104813,2598953.708482564,1845288.183640357,984548.898038941,258234.686122592,1088007.5345363743,0.0,0.0,416853.852460202,234643.604883311,373389.824433839,948856.298078682,1200808.47763786,537416.193929136,1125574.589948638,651539.6585188251,610653.101480245,1140748.72609133,2402941.4860904003
CDS,Collection & Disposal,UPPER,2041,2478322.8432173,2715490.7190384865,1893566.62285014,970924.021974144,266251.501418165,1137144.2233705185,0.0,0.0,430987.025291371,254076.365207407,380820.204635899,998656.482186661,1266589.80827934,566311.5726165,1143810.1694175936,671717.7741290175,627717.580880905,1191455.763369525,2490891.1183794476
CDS,Collection & Disposal,UPPER,2042,2627039.61011652,2835000.7536029094,1941782.3778429502,954307.719514823,274374.510644334,1187564.508587791,0.0,0.0,445093.232475386,274657.855645225,387871.117918118,1049674.59082964,1333751.30138985,595856.473054873,1161957.634228274,691698.6730089766,644376.70833384,1243076.0230316329,2579151.4043744495
CDS,Collection & Disposal,UPPER,2043,2781666.26863422,2958998.743766237,1990086.7638907032,935162.983334181,282734.9737488,1239869.1377615226,0.0,0.0,459212.869108834,296507.879920537,394628.648919276,1102657.8206564,1403247.08263476,626476.22582279,1179979.7979373438,711884.0812032879,661046.799007475,1296404.729335749,2669335.609546512
CDS,Collection & Disposal,UPPER,2044,2942409.87086488,3087627.546572136,2038404.319397549,913387.563174534,291339.021465995,1294117.6788930146,0.0,0.0,473293.040405936,319675.447079548,401076.217569223,1157724.89127336,1475225.99194495,658237.720804577,1196957.8033530563,732305.7435360523,681391.85673282,1351549.03007116,2765246.6303400323
RES,Recycling,CENTRAL,2020,348005.540414934,704393.8454923334,696011.080829868,691799.77984,92764.3869546959,300411.26108866726,0.0,0.0,0.0,0.0,172854.003311915,262679.422394657,290760.401477343,138359.955968,703260.9356351634,275114.5037935049,215465.906730162,379995.833826649,870576.2443503159
RES,Recycling,CENTRAL,2021,340023.808400603,699562.9552237194,680120.204854194,753341.431519137,91908.8720227951,298834.151621406,0.0,0.0,0.0,0.0,169969.599127,283116.877605263,319358.49238031,150618.842496393,692338.6563882075,292229.4462998338,237907.867064122,399061.033089909,929198.3464538648
RES,Recycling,CENTRAL,2022,352906.150645918,737946.2475137818,705689.834923923,864110.15988175,96710.4333090422,313002.40283247293,0.0,0.0,0.0,0.0,176820.61180278,322020.541876041,368961.725445657,172745.566830425,720681.7969411091,328081.20331710053,276055.223675008,442825.999716318,1046962.4267084266
RES,Recycling,CENTRAL,2023,346864.532147794,737459.438036228,693786.099551391,931410.548479492,96430.4550275735,312833.39678031445,0.0,0.0,0.0,0.0,174932.310424877,344743.541532355,400178.622900339,186230.541108173,713604.28069263,347547.0122539166,300562.135980787,464799.44791361,1112908.5961483135
RES,Recycling,CENTRAL,2024,341238.313650173,737532.7124918019,682528.813894612,998683.325268954,96217.644527714,313544.58677687723,0.0,0.0,0.0,0.0,173210.052955121,367464.239221988,431278.625439809,199685.716165449,707549.0729795239,366973.65170578344,324911.239925648,486989.538817684,1178874.4304491153
RES,Recycling,CENTRAL,2025,537397.576588759,806637.1594310967,978621.024608846,856409.70227683,108774.294678515,357485.0626060816,0.0,0.0,0.0,0.0,231566.584007296,339065.53918591,398375.877387814,184360.354143431,929922.7115993686,359828.1501364439,287458.994011588,488245.19509375806,1135532.3392417901
RES,Recycling,CENTRAL,2026,618063.083933755,826011.5529482783,994178.7707584421,858891.067979206,111204.048387279,366374.37732151424,0.0,0.0,0.0,0.0,235051.055342582,374747.406172756,456400.518312198,207786.981121239,942272.612331365,381947.6996305684,312251.318919196,526543.12946816,1220742.1480179243
RES,Recycling,CENTRAL,2027,703187.400097762,849521.7872489415,1035947.840805175,857855.357368681,114494.946628397,378337.2795863456,0.0,0.0,0.0,0.0,242532.314118686,403884.123726929,506529.389838613,227603.378391386,970543.8086590252,402455.5830443455,333155.037534836,560414.6241531491,1296025.2447323306
RES,Recycling,CENTRAL,2028,793985.590570268,874321.6476401665,1080109.6715500131,853864.596545248,117953.735068867,390942.6132615459,0.0,0.0,0.0,0.0,250363.57915799,433562.488284589,558838.440971093,248100.232313921,1000026.4584587142,423360.1887051225,354372.980186366,595107.698506147,1372840.8673976357
RES,Recycling,CENTRAL,2029,889322.390460285,900051.241282531,1124712.464155518,846008.367963049,121928.165499123,403332.7232244378,0.0,0.0,0.0,0.0,258288.072916587,463820.197765596,612611.755714565,269107.98837004,1030103.0634403597,444336.398951161,374998.974542878,630889.59120909,1450224.9647031291
RES,Recycling,CENTRAL,2030,990468.188379728,925327.4013766476,1169805.3854934599,833994.10396417,125456.771137901,416216.92658792477,0.0,0.0,0.0,0.0,266063.367076743,494342.245273887,669363.963624789,290926.552224669,1059050.8497644656,465470.3655516897,396531.62718073,666536.538082626,1528538.5308150456
RES,Recycling,CENTRAL,2031,1097644.16934279,951376.2724356995,1215049.194620067,818415.043155422,129061.523807818,429433.09349214984,0.0,0.0,0.0,0.0,273790.70995057,525916.033935661,729352.901332214,313817.233816969,1087690.8867951692,487114.1633471403,418711.098776287,703290.929861997,1609116.1919854244
RES,Recycling,CENTRAL,2032,1209988.57375834,977500.1226517456,1260278.887887557,798356.661716341,132663.579274166,442717.83936404256,0.0,0.0,0.0,0.0,281405.513842975,557832.693533603,791685.347299517,337379.51020828,1115736.0330677377,508775.7722084912,441011.3512943,740390.401030247,1690177.524533038
RES,Recycling,CENTRAL,2033,1328552.92533539,1004296.5104016748,1305654.925052058,774367.622580145,136333.021448199,456297.7186789974,0.0,0.0,0.0,0.0,288964.021591923,590678.96467472,857302.261952979,361995.306656925,1143444.9891842143,530891.0292867182,463885.416278736,778471.880199421,1773248.3257648752
RES,Recycling,CENTRAL,2034,1452433.89323613,1031168.1832074592,1350978.931809079,745676.769042439,140001.415764248,469947.4820428995,0.0,0.0,0.0,0.0,296394.477157854,623802.617643115,925385.013123117,387296.907691558,1170513.6630081134,553005.9871333267,486869.133939469,816828.351749975,1856703.4728227707
RES,Recycling,CENTRAL,2035,1581563.43273153,1059430.31501787,1396321.648199881,711652.746771844,143877.625665055,484219.043265776,0.0,0.0,0.0,0.0,304118.072054031,656617.932624526,995844.421198177,413115.588455676,1199288.3380970675,574894.53516665,509871.008378211,855624.238448854,1940389.781993715
RES,Recycling,CENTRAL,2036,1717238.82701466,1088414.1634504094,1441763.7998032311,673297.634321687,147832.166710269,498810.96686488367,0.0,0.0,0.0,0.0,311787.159068409,690224.998401151,1069843.86946725,440017.216967099,1227774.5328382845,597208.1127250073,533446.558713549,895298.459724462,2025953.1311630183
RES,Recycling,CENTRAL,2037,1846411.74910428,1115318.2107596193,1486422.0721394522,641972.353988315,151169.703564093,512030.6971179878,0.0,0.0,0.0,0.0,320339.218268661,722394.209443093,1144093.89962794,466622.027267759,1258385.8354089651,620315.4495908681,558951.743437102,933493.1208617351,2112760.313889705
