scenario,label,variant,year,generation_from_econs_flow_t,generation_from_flow42_t,waste_generated_total_t,generation_from_econs_flow_Mt,generation_from_flow42_Mt,waste_generated_total_Mt,flow42_minus_econs_t
RES,Recycling,LOWER,2020,1330384.192,1330384.192,1123688.6577298502,1.3303841920000001,1.3303841920000001,1.1236886577298502,0.0
RES,Recycling,LOWER,2021,1382917.85029944,1383185.5455,1179138.002614858,1.3829178502994401,1.3831855455,1.1791380026148581,267.695200559916
RES,Recycling,LOWER,2022,1523747.81136439,1524464.073,1310237.812996756,1.5237478113643899,1.524464073,1.310237812996756,716.2616356101353
RES,Recycling,LOWER,2023,1585757.3261257,1586069.6575,1373959.8656367748,1.5857573261257,1.5860696575,1.3739598656367749,312.3313742999453
RES,Recycling,LOWER,2024,1648524.20900923,1648842.458,1438185.2058993601,1.6485242090092298,1.648842458,1.43818520589936,318.24899077019654
RES,Recycling,LOWER,2025,1710874.30126006,1711190.39626,1434303.164479224,1.71087430126006,1.7111903962600001,1.434303164479224,316.0949999401346
RES,Recycling,LOWER,2026,1800839.95939978,1801296.78572,1495952.1079895939,1.80083995939978,1.80129678572,1.4959521079895939,456.8263202200178
RES,Recycling,LOWER,2027,1892401.20120433,1892865.441,1557541.78113908,1.8924012012043299,1.892865441,1.55754178113908,464.2397956701461
RES,Recycling,LOWER,2028,1987121.03485836,1987601.33208,1620311.19653193,1.98712103485836,1.9876013320800001,1.62031119653193,480.2972216401249
RES,Recycling,LOWER,2029,2083124.74078781,2083611.4984,1682697.75765733,2.08312474078781,2.0836114984,1.68269775765733,486.7576121899765
RES,Recycling,LOWER,2030,2180276.03758125,2180768.61004,1755880.656207976,2.18027603758125,2.1807686100400003,1.7558806562079758,492.57245875010267
RES,Recycling,LOWER,2031,2280238.78264527,2280745.65174,1834331.4424524992,2.28023878264527,2.28074565174,1.8343314424524992,506.8690947298892
RES,Recycling,LOWER,2032,2380892.96313629,2381403.28272,1913462.989436984,2.38089296313629,2.38140328272,1.9134629894369841,510.3195837098174
RES,Recycling,LOWER,2033,2484131.24780691,2484654.7176,1994795.583986158,2.4841312478069097,2.4846547176000002,1.994795583986158,523.4697930901311
RES,Recycling,LOWER,2034,2587983.86783424,2588510.40108,2076740.693596309,2.5879838678342404,2.58851040108,2.076740693596309,526.5332457600161
RES,Recycling,LOWER,2035,2692270.40485835,2692799.1336,2159163.167411405,2.6922704048583497,2.6927991336,2.159163167411405,528.7287416500039
RES,Recycling,LOWER,2036,2799076.82415881,2799618.38225,2243805.795045328,2.79907682415881,2.79961838225,2.243805795045328,541.5580911897123
RES,Recycling,LOWER,2037,2906361.02601156,2906904.95336,2319087.293674498,2.90636102601156,2.90690495336,2.3190872936744977,543.9273484400474
RES,Recycling,LOWER,2038,3014087.97394822,3014634.14532,2388257.107358365,3.01408797394822,3.01463414532,2.3882571073583647,546.1713717803359
RES,Recycling,LOWER,2039,3124213.87595844,3124772.26022,2458195.448263788,3.1242138759584397,3.12477226022,2.458195448263788,558.3842615601607
RES,Recycling,LOWER,2040,3234792.55190628,3235353.18113,2527343.418173683,3.2347925519062803,3.23535318113,2.527343418173683,560.6292237197049
RES,Recycling,LOWER,2041,3348105.12828868,3348679.67718001,2597465.659399271,3.34810512828868,3.34867967718001,2.597465659399271,574.5488913296722
RES,Recycling,LOWER,2042,3462149.32276048,3462727.52882,2666977.1384283532,3.46214932276048,3.4627275288200003,2.6669771384283534,578.2060595201328
RES,Recycling,LOWER,2043,3578841.53946773,3579433.22039,2737334.019905499,3.57884153946773,3.57943322039,2.737334019905499,591.6809222698212
RES,Recycling,LOWER,2044,3698253.30874652,3698858.779,2808549.877749321,3.69825330874652,3.698858779,2.808549877749321,605.4702534801327
RES,Recycling,UPPER,2020,1330384.192,1330384.192,1537079.7262701462,1.3303841920000001,1.3303841920000001,1.537079726270146,0.0
RES,Recycling,UPPER,2021,1382917.85029974,1383185.5455,1586697.6979841408,1.38291785029974,1.3831855455,1.5866976979841407,267.6952002600301
RES,Recycling,UPPER,2022,1523747.81136447,1524464.073,1737257.809732138,1.52374781136447,1.524464073,1.7372578097321378,716.2616355300415
RES,Recycling,UPPER,2023,1585757.3261264,1586069.6575,1797554.786615551,1.5857573261264,1.5860696575,1.797554786615551,312.3313736000564
RES,Recycling,UPPER,2024,1648524.20900955,1648842.458,1858863.212119426,1.64852420900955,1.648842458,1.8588632121194262,318.2489904500544
RES,Recycling,UPPER,2025,1710874.30126044,1711190.39626,1987445.4380416172,1.71087430126044,1.7111903962600001,1.987445438041617,316.094999560155
RES,Recycling,UPPER,2026,1800839.95939997,1801296.78572,2105727.81080967,1.80083995939997,1.80129678572,2.10572781080967,456.826320030028
RES,Recycling,UPPER,2027,1892401.20120454,1892865.441,2227260.62126949,1.89240120120454,1.892865441,2.2272606212694903,464.2397954601329
RES,Recycling,UPPER,2028,1987121.03485851,1987601.33208,2353930.87318493,1.98712103485851,1.9876013320800001,2.35393087318493,480.297221490182
RES,Recycling,UPPER,2029,2083124.74078802,2083611.4984,2483551.7239183104,2.08312474078802,2.0836114984,2.4835517239183105,486.75761197996326
RES,Recycling,UPPER,2030,2180276.03758147,2180768.61004,2604727.44662656,2.18027603758147,2.1807686100400003,2.6047274466265598,492.57245853031054
RES,Recycling,UPPER,2031,2280238.78264545,2280745.65174,2726221.33259802,2.28023878264545,2.28074565174,2.72622133259802,506.8690945501439
RES,Recycling,UPPER,2032,2380892.96313649,2381403.28272,2848402.34351781,2.38089296313649,2.38140328272,2.8484023435178103,510.3195835100487
RES,Recycling,UPPER,2033,2484131.24780712,2484654.7176,2973550.38527688,2.48413124780712,2.4846547176000002,2.97355038527688,523.4697928801179
RES,Recycling,UPPER,2034,2587983.86783458,2588510.40108,3099314.30973987,2.58798386783458,2.58851040108,3.09931430973987,526.5332454200834
RES,Recycling,UPPER,2035,2692302.43635408,2692799.1336,3225468.9274997,2.69230243635408,2.6927991336,3.2254689274997,496.6972459196113
RES,Recycling,UPPER,2036,2799167.04335897,2799618.38225,3354442.97305735,2.79916704335897,2.79961838225,3.35444297305735,451.33889102982357
RES,Recycling,UPPER,2037,2906396.60915139,2906904.95336,3493678.32189053,2.9063966091513898,2.90690495336,3.4936783218905303,508.3442086102441
RES,Recycling,UPPER,2038,3014091.34395137,3014634.14532,3639932.0395005,3.01409134395137,3.01463414532,3.6399320395005,542.8013686300255
RES,Recycling,UPPER,2039,3124217.32760987,3124772.26022,3790245.82239955,3.12421732760987,3.12477226022,3.7902458223995503,554.9326101299375
RES,Recycling,UPPER,2040,3234796.02145688,3235353.18113,3942255.27448947,3.23479602145688,3.23535318113,3.9422552744894697,557.1596731198952
RES,Recycling,UPPER,2041,3348108.68717715,3348679.67718001,4098758.535929379,3.34810868717715,3.34867967718001,4.098758535929379,570.9900028598495
RES,Recycling,UPPER,2042,3462152.90848259,3462727.52882,4257335.550940258,3.46215290848259,3.4627275288200003,4.257335550940258,574.6203374098986
RES,Recycling,UPPER,2043,3578845.2121927,3579433.22039,4420363.4436329845,3.5788452121926997,3.57943322039,4.420363443632985,588.0081973001361
RES,Recycling,UPPER,2044,3698257.070623,3698858.779,4587971.473517749,3.6982570706230002,3.698858779,4.587971473517749,601.7083769999444
RSS,Reduce & Substitute,CENTRAL,2020,1330384.192,1330384.192,1330384.1919999989,1.3303841920000001,1.3303841920000001,1.3303841919999988,0.0
RSS,Reduce & Substitute,CENTRAL,2021,1382917.85029996,1383185.5455,1382917.8502999619,1.38291785029996,1.3831855455,1.382917850299962,267.69520004000515
RSS,Reduce & Substitute,CENTRAL,2022,1523747.8113644,1524464.073,1523747.811364399,1.5237478113644,1.524464073,1.523747811364399,716.2616356001236
RSS,Reduce & Substitute,CENTRAL,2023,1585757.32612571,1586069.6575,1585757.326125707,1.58575732612571,1.5860696575,1.585757326125707,312.3313742899336
RSS,Reduce & Substitute,CENTRAL,2024,1648524.20900952,1648842.458,1648524.209009517,1.64852420900952,1.648842458,1.648524209009517,318.24899048008956
RSS,Reduce & Substitute,CENTRAL,2025,1678059.83341059,1678208.71607794,1678059.833410584,1.67805983341059,1.67820871607794,1.6780598334105838,148.88266735011712
RSS,Reduce & Substitute,CENTRAL,2026,1731541.42120762,1731813.18810283,1731541.421207619,1.7315414212076201,1.73181318810283,1.731541421207619,271.76689520990476
RSS,Reduce & Substitute,CENTRAL,2027,1783098.33385191,1783359.66702055,1783098.333851913,1.78309833385191,1.78335966702055,1.783098333851913,261.3331686400343
RSS,Reduce & Substitute,CENTRAL,2028,1833890.72531631,1834148.21588961,1833890.725316305,1.8338907253163101,1.8341482158896099,1.833890725316305,257.4905732998159
RSS,Reduce & Substitute,CENTRAL,2029,1882303.33386704,1882548.71738664,1882303.333867041,1.88230333386704,1.88254871738664,1.882303333867041,245.3835195999127
RSS,Reduce & Substitute,CENTRAL,2030,1927918.88305247,1928150.07532046,1927918.883052476,1.9279188830524698,1.92815007532046,1.927918883052476,231.1922679899726
RSS,Reduce & Substitute,CENTRAL,2031,1972179.46088704,1972403.82095609,1972179.4608870358,1.97217946088704,1.97240382095609,1.9721794608870358,224.36006904998794
RSS,Reduce & Substitute,CENTRAL,2032,2013241.7644858,2013449.86195784,2013241.764485798,2.0132417644858,2.01344986195784,2.013241764485798,208.09747203998268
RSS,Reduce & Substitute,CENTRAL,2033,2052267.10369366,2052464.90429729,2052267.103693662,2.05226710369366,2.05246490429729,2.052267103693662,197.80060362978838
RSS,Reduce & Substitute,CENTRAL,2034,2088074.23375272,2088255.68783198,2088074.23375271,2.08807423375272,2.08825568783198,2.08807423375271,181.45407925988548
RSS,Reduce & Substitute,CENTRAL,2035,2097543.83394028,2097591.16344707,2097543.83394028,2.0975438339402803,2.09759116344707,2.0975438339402803,47.32950678979978
RSS,Reduce & Substitute,CENTRAL,2036,2103062.27919769,2103090.15830369,2103062.27919768,2.1030622791976903,2.10309015830369,2.1030622791976796,27.879106000065804
RSS,Reduce & Substitute,CENTRAL,2037,2103115.01927562,2103115.14595932,2103115.01927562,2.10311501927562,2.10311514595932,2.10311501927562,0.12668369989842176
RSS,Reduce & Substitute,CENTRAL,2038,2097342.35368524,2097312.93732934,2097342.3536852403,2.0973423536852396,2.09731293732934,2.0973423536852405,-29.41635590000078
RSS,Reduce & Substitute,CENTRAL,2039,2087217.64092041,2087166.19842755,2087217.64092041,2.08721764092041,2.0871661984275502,2.08721764092041,-51.44249285990372
RSS,Reduce & Substitute,CENTRAL,2040,2071057.29828457,2070975.21233197,2071057.298284566,2.07105729828457,2.07097521233197,2.071057298284566,-82.08595259999856
RSS,Reduce & Substitute,CENTRAL,2041,2050306.74602023,2050201.42593605,2050306.746020237,2.05030674602023,2.05020142593605,2.050306746020237,-105.3200841799844
RSS,Reduce & Substitute,CENTRAL,2042,2023985.44922065,2023851.86075257,2023985.449220657,2.0239854492206497,2.02385186075257,2.0239854492206573,-133.58846807992086
RSS,Reduce & Substitute,CENTRAL,2043,1992539.76973176,1992380.21304081,1992539.769731764,1.99253976973176,1.9923802130408101,1.992539769731764,-159.55669094994664
RSS,Reduce & Substitute,CENTRAL,2044,1955944.30612144,1955758.6400613,1955944.3061214369,1.9559443061214399,1.9557586400613,1.9559443061214368,-185.66606013989076
RSS,Reduce & Substitute,LOWER,2020,1330384.192,1330384.192,1109337.752484579,1.3303841920000001,1.3303841920000001,1.109337752484579,0.0
RSS,Reduce & Substitute,LOWER,2021,1382917.8502996,1383185.5455,1164989.533973203,1.3829178502996,1.3831855455,1.164989533973203,267.6952003999613
RSS,Reduce & Substitute,LOWER,2022,1523747.8113644,1524464.073,1295413.7783783139,1.5237478113644,1.524464073,1.295413778378314,716.2616356001236
RSS,Reduce & Substitute,LOWER,2023,1585757.32612588,1586069.6575,1359254.732807404,1.58575732612588,1.5860696575,1.3592547328074038,312.3313741199672
RSS,Reduce & Substitute,LOWER,2024,1648524.20900892,1648842.458,1423581.3340080068,1.64852420900892,1.648842458,1.4235813340080068,318.24899108009413
RSS,Reduce & Substitute,LOWER,2025,1678059.83341047,1678208.71607794,1399247.370096913,1.6780598334104702,1.67820871607794,1.399247370096913,148.8826674700249
RSS,Reduce & Substitute,LOWER,2026,1731541.42120764,1731813.18810283,1443841.94729543,1.73154142120764,1.73181318810283,1.44384194729543,271.7668951898813
RSS,Reduce & Substitute,LOWER,2027,1783098.33385184,1783359.66702055,1486835.0460180668,1.78309833385184,1.78335966702055,1.4868350460180668,261.33316870988347
RSS,Reduce & Substitute,LOWER,2028,1833890.72531626,1834148.21588961,1529184.749515337,1.83389072531626,1.8341482158896099,1.529184749515337,257.49057334987447
RSS,Reduce & Substitute,LOWER,2029,1882303.33386674,1882548.71738664,1569563.4262817749,1.88230333386674,1.88254871738664,1.5695634262817748,245.38351989979856
RSS,Reduce & Substitute,LOWER,2030,1927918.88305248,1928150.07532046,1607592.765067267,1.92791888305248,1.92815007532046,1.607592765067267,231.1922679799609
RSS,Reduce & Substitute,LOWER,2031,1972179.46088698,1972403.82095609,1644502.63779952,1.97217946088698,1.97240382095609,1.64450263779952,224.36006911005825
RSS,Reduce & Substitute,LOWER,2032,2013241.76448579,2013449.86195784,1678738.8648717902,2.01324176448579,2.01344986195784,1.6787388648717902,208.0974720499944
RSS,Reduce & Substitute,LOWER,2033,2052267.10369368,2052464.90429729,1711279.756832391,2.05226710369368,2.05246490429729,1.711279756832391,197.80060360999778
RSS,Reduce & Substitute,LOWER,2034,2088074.23375265,2088255.68783198,1741138.893870189,2.08807423375265,2.08825568783198,1.741138893870189,181.4540793299675
RSS,Reduce & Substitute,LOWER,2035,2097543.83394027,2097591.16344707,1749028.9777176632,2.09754383394027,2.09759116344707,1.749028977717663,47.32950680004433
RSS,Reduce & Substitute,LOWER,2036,2103062.27919765,2103090.15830369,1753641.819408378,2.10306227919765,2.10309015830369,1.753641819408378,27.879106040112674
RSS,Reduce & Substitute,LOWER,2037,2103115.01927549,2103115.14595932,1753677.8939709929,2.1031150192754904,2.10311514595932,1.753677893970993,0.12668382981792092
RSS,Reduce & Substitute,LOWER,2038,2097342.35368497,2097312.93732934,1748866.921976668,2.09734235368497,2.09731293732934,1.7488669219766682,-29.416355630382895
RSS,Reduce & Substitute,LOWER,2039,2087217.64091963,2087166.19842755,1740435.463140509,2.08721764091963,2.0871661984275502,1.740435463140509,-51.44249207992107
RSS,Reduce & Substitute,LOWER,2040,2071057.29828245,2070975.21233197,1726958.896345398,2.07105729828245,2.07097521233197,1.726958896345398,-82.08595048007555
RSS,Reduce & Substitute,LOWER,2041,2050306.74601724,2050201.42593605,1709645.648297255,2.05030674601724,2.05020142593605,1.7096456482972548,-105.32008118997328
RSS,Reduce & Substitute,LOWER,2042,2023985.44922429,2023851.86075257,1687705.934683167,2.02398544922429,2.02385186075257,1.6877059346831669,-133.58847171999514
RSS,Reduce & Substitute,LOWER,2043,1992539.76972628,1992380.21304081,1661498.7157045729,1.9925397697262799,1.9923802130408101,1.6614987157045729,-159.55668546981178
RSS,Reduce & Substitute,LOWER,2044,1955944.30612154,1955758.6400613,1630977.765994584,1.95594430612154,1.9557586400613,1.6309777659945839,-185.66606024000794
RSS,Reduce & Substitute,UPPER,2020,1330384.192,1330384.192,1551430.631515417,1.3303841920000001,1.3303841920000001,1.551430631515417,0.0
RSS,Reduce & Substitute,UPPER,2021,1382917.85029999,1383185.5455,1600846.166625984,1.3829178502999901,1.3831855455,1.6008461666259841,267.69520000997
RSS,Reduce & Substitute,UPPER,2022,1523747.81136481,1524464.073,1752081.844350658,1.52374781136481,1.524464073,1.7520818443506578,716.2616351901088
RSS,Reduce & Substitute,UPPER,2023,1585757.32612623,1586069.6575,1812259.919444831,1.5857573261262299,1.5860696575,1.812259919444831,312.33137377002276
RSS,Reduce & Substitute,UPPER,2024,1648524.20900949,1648842.458,1873467.0840109251,1.64852420900949,1.648842458,1.873467084010925,318.2489905101247
RSS,Reduce & Substitute,UPPER,2025,1678059.83341059,1678208.71607794,1956872.29672425,1.67805983341059,1.67820871607794,1.95687229672425,148.88266735011712
RSS,Reduce & Substitute,UPPER,2026,1731541.4212078,1731813.18810283,2019240.895120007,1.7315414212078,1.73181318810283,2.019240895120007,271.7668950299267
RSS,Reduce & Substitute,UPPER,2027,1783098.33385191,1783359.66702055,2079361.62168574,1.78309833385191,1.78335966702055,2.0793616216857402,261.3331686400343
RSS,Reduce & Substitute,UPPER,2028,1833890.72531633,1834148.21588961,2138596.70111733,1.8338907253163301,1.8341482158896099,2.13859670111733,257.49057327979244
RSS,Reduce & Substitute,UPPER,2029,1882303.33386728,1882548.71738664,2195043.2414525,1.88230333386728,1.88254871738664,2.1950432414525003,245.3835193598643
RSS,Reduce & Substitute,UPPER,2030,1927918.88305255,1928150.07532046,2248245.00103784,1.92791888305255,1.92815007532046,2.24824500103784,231.19226790987886
RSS,Reduce & Substitute,UPPER,2031,1972179.46088704,1972403.82095609,2299856.28397444,1.97217946088704,1.97240382095609,2.2998562839744396,224.36006904998794
RSS,Reduce & Substitute,UPPER,2032,2013241.76448582,2013449.86195784,2347744.6640997,2.01324176448582,2.01344986195784,2.3477446640996997,208.09747201995924
RSS,Reduce & Substitute,UPPER,2033,2052267.10369377,2052464.90429729,2393254.45055502,2.05226710369377,2.05246490429729,2.39325445055502,197.80060351989232
RSS,Reduce & Substitute,UPPER,2034,2088074.23375272,2088255.68783198,2435009.57363528,2.08807423375272,2.08825568783198,2.43500957363528,181.45407925988548
RSS,Reduce & Substitute,UPPER,2035,2097543.83394031,2097591.16344707,2446058.69016291,2.09754383394031,2.09759116344707,2.44605869016291,47.32950675999746
RSS,Reduce & Substitute,UPPER,2036,2103062.27919769,2103090.15830369,2452482.73898694,2.1030622791976903,2.10309015830369,2.45248273898694,27.879106000065804
RSS,Reduce & Substitute,UPPER,2037,2103115.0192756,2103115.14595932,2452552.14458013,2.1031150192756,2.10311514595932,2.45255214458013,0.12668371992185712
RSS,Reduce & Substitute,UPPER,2038,2097342.35368541,2097312.93732934,2445817.78539351,2.09734235368541,2.09731293732934,2.44581778539351,-29.416356070432812
RSS,Reduce & Substitute,UPPER,2039,2087217.6409209,2087166.19842755,2433999.81870235,2.0872176409209002,2.0871661984275502,2.43399981870235,-51.44249335001223
RSS,Reduce & Substitute,UPPER,2040,2071057.29828359,2070975.21233197,2415155.70022125,2.07105729828359,2.07097521233197,2.41515570022125,-82.08595162001438
RSS,Reduce & Substitute,UPPER,2041,2050306.74602045,2050201.42593605,2390967.84373654,2.05030674602045,2.05020142593605,2.39096784373654,-105.32008440000936
RSS,Reduce & Substitute,UPPER,2042,2023985.44922566,2023851.86075257,2360264.96376662,2.02398544922566,2.02385186075257,2.36026496376662,-133.58847308997065
RSS,Reduce & Substitute,UPPER,2043,1992539.76972985,1992380.21304081,2323580.82375338,1.9925397697298501,1.9923802130408101,2.3235808237533804,-159.55668904003687
RSS,Reduce & Substitute,UPPER,2044,1955944.30612335,1955758.6400613,2280910.8462489396,1.9559443061233501,1.9557586400613,2.28091084624894,-185.66606205003336
SCS,System Change,CENTRAL,2020,1330384.192,1330384.192,1330384.1919999989,1.3303841920000001,1.3303841920000001,1.3303841919999988,0.0
SCS,System Change,CENTRAL,2021,1382917.85029996,1383185.5455,1382917.8502999619,1.38291785029996,1.3831855455,1.382917850299962,267.69520004000515
SCS,System Change,CENTRAL,2022,1523747.8113644,1524464.073,1523747.811364399,1.5237478113644,1.524464073,1.523747811364399,716.2616356001236
SCS,System Change,CENTRAL,2023,1585757.32612571,1586069.6575,1585757.326125707,1.58575732612571,1.5860696575,1.585757326125707,312.3313742899336
SCS,System Change,CENTRAL,2024,1648524.20900952,1648842.458,1648524.209009517,1.64852420900952,1.648842458,1.648524209009517,318.24899048008956
SCS,System Change,CENTRAL,2025,1678059.83341049,1678208.71607794,1678059.833410489,1.6780598334104901,1.67820871607794,1.6780598334104888,148.88266745000146
SCS,System Change,CENTRAL,2026,1731541.42120768,1731813.18810283,1731541.4212076832,1.7315414212076798,1.73181318810283,1.7315414212076832,271.7668951500673
SCS,System Change,CENTRAL,2027,1783098.33385189,1783359.66702055,1783098.3338518948,1.78309833385189,1.78335966702055,1.7830983338518949,261.3331686600577
SCS,System Change,CENTRAL,2028,1833890.72531635,1834148.21588961,1833890.7253163531,1.8338907253163501,1.8341482158896099,1.8338907253163532,257.490573259769
SCS,System Change,CENTRAL,2029,1882303.33386696,1882548.71738664,1882303.333866962,1.88230333386696,1.88254871738664,1.882303333866962,245.38351968000643
SCS,System Change,CENTRAL,2030,1927918.88305256,1928150.07532046,1927918.883052554,1.92791888305256,1.92815007532046,1.927918883052554,231.19226789986715
SCS,System Change,CENTRAL,2031,1972179.46088694,1972403.82095609,1972179.460886937,1.9721794608869399,1.97240382095609,1.9721794608869372,224.36006915010512
SCS,System Change,CENTRAL,2032,2013241.76448578,2013449.86195784,2013241.76448578,2.01324176448578,2.01344986195784,2.01324176448578,208.0974720600061
SCS,System Change,CENTRAL,2033,2052267.1036937,2052464.90429729,2052267.1036937041,2.0522671036937,2.05246490429729,2.052267103693704,197.80060358997434
SCS,System Change,CENTRAL,2034,2088074.23375271,2088255.68783199,2088074.233752708,2.08807423375271,2.08825568783199,2.088074233752708,181.4540792799089
SCS,System Change,CENTRAL,2035,2097543.83394028,2097591.16344707,2097543.833940274,2.0975438339402803,2.09759116344707,2.097543833940274,47.32950678979978
SCS,System Change,CENTRAL,2036,2103062.27919768,2103090.15830369,2103062.279197678,2.1030622791976796,2.10309015830369,2.103062279197678,27.879106010310352
SCS,System Change,CENTRAL,2037,2103115.01927553,2103115.14595932,2103115.01927553,2.10311501927553,2.10311514595932,2.10311501927553,0.1266837902367115
SCS,System Change,CENTRAL,2038,2097342.35368519,2097312.93732934,2097342.353685195,2.09734235368519,2.09731293732934,2.097342353685195,-29.416355850175023
SCS,System Change,CENTRAL,2039,2087217.6409215,2087166.19842755,2087217.640921499,2.0872176409215,2.0871661984275502,2.0872176409214993,-51.4424939500168
SCS,System Change,CENTRAL,2040,2071057.29828215,2070975.21233197,2071057.298282143,2.07105729828215,2.07097521233197,2.071057298282143,-82.08595017995685
SCS,System Change,CENTRAL,2041,2050306.74601877,2050201.42593605,2050306.746018773,2.05030674601877,2.05020142593605,2.050306746018773,-105.32008271990344
SCS,System Change,CENTRAL,2042,2023985.44922472,2023851.86075257,2023985.449224718,2.02398544922472,2.02385186075257,2.023985449224718,-133.58847215003334
SCS,System Change,CENTRAL,2043,1992539.76972817,1992380.21304081,1992539.7697281651,1.99253976972817,1.9923802130408101,1.992539769728165,-159.55668735993095
SCS,System Change,CENTRAL,2044,1955944.3061225,1955758.6400613,1955944.306122501,1.9559443061225,1.9557586400613,1.9559443061225008,-185.66606119996868
SCS,System Change,LOWER,2020,1330384.192,1330384.192,1101283.8588669961,1.3303841920000001,1.3303841920000001,1.1012838588669962,0.0
SCS,System Change,LOWER,2021,1382917.85029941,1383185.5455,1157049.250113881,1.38291785029941,1.3831855455,1.157049250113881,267.6952005899511
SCS,System Change,LOWER,2022,1523747.81136431,1524464.073,1287094.3590980591,1.5237478113643101,1.524464073,1.287094359098059,716.2616356899962
SCS,System Change,LOWER,2023,1585757.32612582,1586069.6575,1351002.042582354,1.58575732612582,1.5860696575,1.3510020425823541,312.3313741800375
SCS,System Change,LOWER,2024,1648524.2090087,1648842.458,1415385.4725892171,1.6485242090087,1.648842458,1.4153854725892172,318.2489913001191
SCS,System Change,LOWER,2025,1678059.83341046,1678208.71607794,1374942.5934659438,1.67805983341046,1.67820871607794,1.3749425934659438,148.88266748003662
SCS,System Change,LOWER,2026,1731541.42120766,1731813.18810283,1404164.22017714,1.73154142120766,1.73181318810283,1.40416422017714,271.7668951698579
SCS,System Change,LOWER,2027,1783098.33385185,1783359.66702055,1431800.953879185,1.7830983338518498,1.78335966702055,1.431800953879185,261.3331687001046
SCS,System Change,LOWER,2028,1833890.72531627,1834148.21588961,1471143.427646208,1.83389072531627,1.8341482158896099,1.471143427646208,257.49057333986275
SCS,System Change,LOWER,2029,1882303.33386695,1882548.71738664,1508995.201279969,1.88230333386695,1.88254871738664,1.508995201279969,245.38351969001815
SCS,System Change,LOWER,2030,1927918.88305243,1928150.07532046,1545035.704102299,1.92791888305243,1.92815007532046,1.5450357041022988,231.19226802978665
SCS,System Change,LOWER,2031,1972179.46088703,1972403.82095609,1580447.7438674138,1.97217946088703,1.97240382095609,1.5804477438674138,224.36006905999966
SCS,System Change,LOWER,2032,2013241.76448575,2013449.86195784,1613770.6138588479,2.01324176448575,2.01344986195784,1.613770613858848,208.09747208980843
SCS,System Change,LOWER,2033,2052267.1036936,2052464.90429729,1645961.629860585,2.0522671036936,2.05246490429729,1.645961629860585,197.8006036898587
SCS,System Change,LOWER,2034,2088074.23375267,2088255.68783199,1676092.244333518,2.08807423375267,2.08825568783199,1.676092244333518,181.45407931995578
SCS,System Change,LOWER,2035,2097543.83394027,2097591.16344707,1685478.425949628,2.09754383394027,2.09759116344707,1.685478425949628,47.32950680004433
SCS,System Change,LOWER,2036,2103062.27919765,2103090.15830369,1679879.664120344,2.10306227919765,2.10309015830369,1.679879664120344,27.879106040112674
SCS,System Change,LOWER,2037,2103115.01927551,2103115.14595932,1670218.36805784,2.1031150192755104,2.10311514595932,1.67021836805784,0.12668380979448557
SCS,System Change,LOWER,2038,2097342.35368517,2097312.93732934,1656299.7302167658,2.09734235368517,2.09731293732934,1.6562997302167657,-29.416355830151588
SCS,System Change,LOWER,2039,2087217.64092147,2087166.19842755,1639385.810709219,2.08721764092147,2.0871661984275502,1.639385810709219,-51.442493919981644
SCS,System Change,LOWER,2040,2071057.29828217,2070975.21233197,1618258.27833891,2.07105729828217,2.07097521233197,1.6182582783389101,-82.08595019998029
SCS,System Change,LOWER,2041,2050306.74601887,2050201.42593605,1594146.071925511,2.05030674601887,2.05020142593605,1.594146071925511,-105.32008282002062
SCS,System Change,LOWER,2042,2023985.44922481,2023851.86075257,1566358.96899457,2.02398544922481,2.02385186075257,1.56635896899457,-133.5884722401388
SCS,System Change,LOWER,2043,1992539.76972815,1992380.21304081,1535343.278024028,1.99253976972815,1.9923802130408101,1.5353432780240281,-159.5566873399075
SCS,System Change,LOWER,2044,1955944.30612243,1955758.6400613,1501194.8604190198,1.95594430612243,1.9557586400613,1.5011948604190197,-185.66606112988666
SCS,System Change,UPPER,2020,1330384.192,1330384.192,1559484.525133001,1.3303841920000001,1.3303841920000001,1.559484525133001,0.0
SCS,System Change,UPPER,2021,1382917.85030031,1383185.5455,1608786.450485475,1.38291785030031,1.3831855455,1.608786450485475,267.6951996900607
SCS,System Change,UPPER,2022,1523747.81136563,1524464.073,1760401.263631286,1.52374781136563,1.524464073,1.760401263631286,716.2616343700793
SCS,System Change,UPPER,2023,1585757.32612616,1586069.6575,1820512.609669849,1.5857573261261602,1.5860696575,1.820512609669849,312.33137383987196
SCS,System Change,UPPER,2024,1648524.20900955,1648842.458,1881662.945429019,1.64852420900955,1.648842458,1.881662945429019,318.2489904500544
SCS,System Change,UPPER,2025,1678059.83341062,1678208.71607794,1981177.073355298,1.67805983341062,1.67820871607794,1.981177073355298,148.88266732008196
SCS,System Change,UPPER,2026,1731541.42120772,1731813.18810283,2058918.622238227,1.73154142120772,1.73181318810283,2.058918622238227,271.7668951100204
SCS,System Change,UPPER,2027,1783098.33385195,1783359.66702055,2134399.997167418,1.78309833385195,1.78335966702055,2.1343999971674177,261.3331685999874
SCS,System Change,UPPER,2028,1833890.72531644,1834148.21588961,2196707.127126201,1.83389072531644,1.8341482158896099,2.196707127126201,257.4905731698964
SCS,System Change,UPPER,2029,1882303.3338671,1882548.71738664,2255683.205068479,1.8823033338671,1.88254871738664,2.255683205068479,245.38351953984238
