scenario,label,variant,year,aquatic_t,terrestrial_t,open_burning_t,total_leakage_t,leakage_avoided_vs_BAU_t,required_investment_usd,required_investment_pv_3_5_usd,opex_usd,capex_usd,revenue_usd,net_annual_cost_usd,ghg_total,jobs_total,investment_per_t_avoided_usd
RES,Recycling,UPPER,2025,561923.3898914793,527655.099378455,563138.258937478,1652716.7482074122,227473.54393877764,810081498.4865448,682066884.6942149,3547685072.6749573,1158411408.9899194,857966984.270642,3848129497.3942347,8906876.480135147,79857.38458995042,3561.211930230316
RES,Recycling,UPPER,2026,572466.4757288158,534579.399331525,566126.9144122789,1673172.7894726198,326878.66358832805,1042983792.7016296,848467987.3653195,3758507806.911818,1221121149.312393,914170199.34584,4065458756.878371,9280777.46176267,81844.47371273645,3190.7368356570573
RES,Recycling,UPPER,2027,584293.2908048262,540423.4039967,585391.37741226,1710108.0722137862,412134.09333938314,1066902405.534203,838575646.6817061,3942538104.4014144,1298308569.9354138,969015778.259715,4271830896.077113,9695395.481932249,87603.96800646812,2588.7263945805935
RES,Recycling,UPPER,2028,595088.3936287612,544976.399921002,620199.852275824,1760264.6458255872,488038.8973716353,1106349229.5915704,840174390.1627843,4196379494.640882,1362272632.889666,1046610387.430828,4512041740.09972,10100551.297114015,94084.18590779221,2266.928385319049
RES,Recycling,UPPER,2029,604408.9712126745,547485.194377344,656868.343192124,1808762.5087821425,567403.3680152849,1120718720.1703038,822306036.101657,4336002899.986695,1408348967.9961023,1134640018.210884,4609711849.771914,10450590.028688444,98411.8164319909,1975.1710746632607
RES,Recycling,UPPER,2030,611997.8122688784,548158.627842123,693832.580932278,1853989.0210432794,651654.0579977382,1138747915.132299,807279821.1100657,4584408917.890088,1473697057.6304562,1184395398.269643,4873710577.250901,10888217.264650842,105958.783229672,1747.4730666623905
RES,Recycling,UPPER,2031,621193.2647563033,552253.341345377,732007.0481007519,1905453.6542024324,733173.460905104,1174202031.9249058,804264648.8191384,4780320567.932699,1564147100.3280227,1277266991.554848,5067200676.705874,11361443.889949046,111587.4228830604,1601.533735925672
RES,Recycling,UPPER,2032,630123.2637127663,559342.071884262,770595.934973641,1960061.2705706693,812743.2858924619,1185564238.4392562,784586612.0479703,4995767236.924616,1618757364.2010553,1369678482.17534,5244846118.950332,11761497.100439792,116566.70593192421,1458.7192032443613
RES,Recycling,UPPER,2033,645109.2665770227,565717.656397017,810236.6291328829,2021063.5521069227,889806.4397411307,1219285332.305804,779616105.0907166,5224573555.35045,1684404436.92673,1448892424.579112,5460085567.698068,12078973.729542842,124232.94685956498,1370.2815329820808
RES,Recycling,UPPER,2034,660196.320108002,570509.927852692,850203.115615406,2080909.3635761002,969015.377768768,1230412404.4116995,760126377.9760857,5443174659.04946,1780973711.809958,1568940556.535987,5655207814.323432,12444496.693386488,131333.37823055472,1269.7552924751496
RES,Recycling,UPPER,2035,673958.1344392857,573513.876997344,890691.075609141,2138163.0870457706,1051557.3501812243,1248408779.8833606,745163488.9212171,5715354383.216217,1844146584.9898474,1627144093.93017,5932356874.275894,12828483.87651139,135166.97100561485,1187.1998989576853
RES,Recycling,UPPER,2036,688506.7173106957,575360.478446149,932122.652392119,2195989.848148964,1136700.1937478129,1287042505.238454,742245021.3992268,6069448554.359837,1947746369.1102514,1715967386.1828818,6301227537.287207,13299066.600374792,142323.56222964014,1132.2620619909878
RES,Recycling,UPPER,2037,703332.3843080772,585212.421731089,971876.286808414,2260421.09284758,1216007.0957690598,1281709732.8942254,714173507.3067449,6286586992.878464,1955473620.8364367,1796006568.753538,6446054044.961363,13725246.27022945,150670.15401665994,1054.031458659879
RES,Recycling,UPPER,2038,717568.2931794659,606568.290299664,1010328.228370056,2334464.811849186,1286384.9342284547,1284373044.1265974,691456535.6437036,6318859273.276132,2086798101.0770152,1867591603.2522998,6538065771.100847,14090450.086169088,156012.85559512547,998.436012387642
RES,Recycling,UPPER,2039,730876.9817082286,629267.222290086,1049317.801891419,2409462.005889734,1358807.5957121984,1316637500.6922097,684856488.1616795,6739787139.829376,2186242221.3500094,1942849699.5683823,6983179661.611004,14499763.101113569,166630.22531380982,968.9653670224842
RES,Recycling,UPPER,2040,742807.9899937753,652451.874464754,1088313.899308114,2483573.7637666436,1432793.1340923673,1325652506.1055415,666227724.1799921,6849636123.657615,2246084239.3447165,2055036469.161439,7040683893.840892,14959239.672461297,172478.93159544692,925.2225422934509
RES,Recycling,UPPER,2041,753812.7623551119,676747.04824024,1128073.7374160371,2558633.5480113886,1509593.4689082364,1361827796.0188868,661263952.4153281,7194571332.274433,2327058270.4181595,2141247115.533739,7380382487.158854,15404052.127068862,175869.27115618123,902.1155854653928
RES,Recycling,UPPER,2042,764513.6644271689,701725.900891328,1167881.5024183271,2634121.067736824,1587891.3170253914,1374409907.5821083,644805275.0595375,7381728297.588482,2408328460.3078184,2224606580.3216763,7565450177.574625,15843388.816197123,189625.45992619515,865.5566617473547
RES,Recycling,UPPER,2043,787980.8688700864,727919.983133305,1208352.205448172,2724253.0574515634,1654818.0836817143,1409974713.408452,639121281.3001776,7698164418.414441,2545488979.883813,2277382519.088608,7966270879.209646,16178388.663516749,195804.80256274447,852.0421231265955
RES,Recycling,UPPER,2044,812691.5154087272,755446.671692093,1249506.769177025,2817644.9562778454,1721862.63197596,1446460615.825718,633487745.5982156,8118993504.525195,2619676288.8265495,2389226496.07835,8349443297.273396,16501629.67423427,206005.85627720327,840.0557564605496
RSS,Reduce & Substitute,CENTRAL,2020,232045.919411759,135481.392881757,503048.932054171,870576.244347687,4934.587522374117,0.0,0.0,2462877230.7988467,785529251.4415904,596854998.9805291,2651551483.2599077,7099058.57996886,66836.37131895116,0.0
RSS,Reduce & Substitute,CENTRAL,2021,246173.0221049675,152400.769975311,530636.065152975,929209.8572332535,5032.839745750069,596222679.1652217,576060559.5799243,2548624776.190395,814436462.3780391,593028133.7654903,2770033104.802943,7369110.556322218,67032.79529525596,118466.45418596847
RSS,Reduce & Substitute,CENTRAL,2022,276033.191137704,179464.081984217,591479.983204742,1046977.256326663,5442.346743478789,1580329516.0592065,1475254513.3461287,2795329403.293441,894789080.6107913,621942242.1701694,3068176241.7340627,8102694.236140053,71381.1562926183,290376.4847311158
RSS,Reduce & Substitute,CENTRAL,2023,292155.5138525033,197722.915575201,623042.27557282,1112920.7050005244,5584.285819188692,691994610.7808809,624139491.5553977,2898241634.933787,929199378.0209019,621215103.5455241,3206225909.409165,8422709.778602974,71995.4524715449,123918.19351420963
RSS,Reduce & Substitute,CENTRAL,2024,308217.0231724264,215823.123411493,654846.365126817,1178886.5117107364,5720.839227262419,704889435.3337219,614270419.8084074,3003006115.04436,964203535.61659,621805709.2429508,3345403941.4179993,8747538.568985073,72671.00715055974,123214.34099643999
RSS,Reduce & Substitute,CENTRAL,2025,303044.951191172,190354.094618617,644240.4932939559,1137639.539103745,111319.61110199662,376842005.89840275,317290857.1115968,3079835887.8830028,986672218.4085938,686915832.7131267,3379592273.5784698,8843442.795785086,78816.26074847148,3385.225677379713
RSS,Reduce & Substitute,CENTRAL,2026,315629.50049379305,204182.780521935,679038.717665796,1198850.998681524,135162.520908294,591993198.8857195,481586848.71934056,3172923679.0057545,1017351576.7854114,702740243.1538491,3487535012.6373167,9140403.715345886,80229.76523240234,4379.862072026454
RSS,Reduce & Substitute,CENTRAL,2027,325660.9413373919,212006.546405587,698792.2539071101,1236459.741650089,184233.39494377095,573294607.2273339,450604379.0894651,3266163030.667107,1047484595.4421109,728833605.8835897,3584814020.225628,9389522.774663052,82374.02327967068,3111.7844156446586
RSS,Reduce & Substitute,CENTRAL,2028,335390.2270972304,219451.926608892,717579.292998311,1272421.4467044333,237612.65509168152,572652196.4654775,434878695.6885023,3358373369.525247,1077229669.2109606,756128698.5365114,3679474340.1996965,9632043.541979933,84562.72233563325,2410.023978918643
RSS,Reduce & Substitute,CENTRAL,2029,341871.7055908168,222795.810510492,739707.037831123,1304374.5539324319,296274.8053177467,547664928.7314464,401838720.59227985,3448622344.097678,1105981909.2828987,789309929.7473168,3765294323.6332603,9876248.049968302,87139.22334822238,1848.5032102007142
RSS,Reduce & Substitute,CENTRAL,2030,350046.22834734246,228940.493874496,755610.709587656,1334597.4318094943,357811.7644261187,514535540.168942,364763924.7480832,3532185795.380993,1132815021.9431818,817987545.1007907,3847013272.223384,10087708.567858057,89274.86645183279,1438.0062125519737
RSS,Reduce & Substitute,CENTRAL,2031,358037.98146143334,234735.704956245,770354.681100023,1363128.3675177014,423463.20631649997,499126196.8144591,341874349.11804503,3613539053.9876246,1158889594.4470117,847447229.8560586,3924981418.5785775,10289393.784682525,91412.27302506771,1178.6766580173862
RSS,Reduce & Substitute,CENTRAL,2032,365293.0699214397,239871.534686964,783207.297403375,1388371.9020117787,493189.58994832356,462952035.9225702,306373925.28250587,3689418436.3106422,1183138599.183068,877294641.6547322,3995262393.8389783,10471746.104649471,93492.89582311852,938.6897966988281
RSS,Reduce & Substitute,CENTRAL,2033,372024.9534146179,244501.9558604,794665.850756132,1411192.76003115,567594.8449838238,439789763.4539238,281203401.17133677,3761904491.9699736,1206234872.2461014,907907117.336333,4060232246.8797417,10640907.146658236,95561.51120256916,774.830439953093
RSS,Reduce & Substitute,CENTRAL,2034,378014.55984713393,248459.045831783,804236.265384538,1430709.871063455,646010.1585822261,403345615.17972684,249179576.2459777,3828857623.203977,1227485999.486397,938880445.3005021,4117463177.3898726,10790654.846472522,97570.69012376627,624.3641989546016
RSS,Reduce & Substitute,CENTRAL,2035,378002.1675582556,247072.152854683,800155.775385479,1425230.0957984175,749955.2835891307,107023441.47001676,63881288.18639391,3850210998.1256332,1233568512.5270467,958160277.225861,4125619233.4268184,10794519.729478173,99031.11935985014,142.70643038585544
RSS,Reduce & Substitute,CENTRAL,2036,376748.2135096818,244324.561407429,792646.636699331,1413719.4116164418,862121.5782811418,61147033.784108095,35263855.86711897,3864963744.3907504,1237395401.949947,978233339.8092021,4124125806.531495,10771780.855589593,100477.88065202418,70.92623050454233
RSS,Reduce & Substitute,CENTRAL,2037,374313.73172934074,240877.290141122,782928.9614174741,1398119.9832879368,978921.2010755495,12690312.478111692,7071090.075009611,3869931914.673224,1238014603.7042904,997152727.8408949,4110793790.536619,10719689.285010291,101746.3480824176,12.963568941165777
RSS,Reduce & Substitute,CENTRAL,2038,370946.719811892,237781.931884285,773146.5031998219,1381875.154895999,1096847.7746500117,8092911.363061378,4356908.9836974265,3863591378.7423205,1235085786.787654,1011807434.932858,4086869730.597116,10642933.987091994,102615.75929178829,7.378335946064812
RSS,Reduce & Substitute,CENTRAL,2039,367528.715155767,236999.00508046,767605.392500228,1372133.112736455,1210336.3853078124,4505345.858782344,2343481.285606146,3847624328.2188787,1229315097.667712,1019101685.8494091,4057837740.037182,10560079.353661738,102920.28993077422,3.7223914884096834
RSS,Reduce & Substitute,CENTRAL,2040,363042.2424841937,235941.314875365,760584.90175072,1359568.4591102786,1327119.0900158999,3550346.6760982736,1784283.1173123708,3820627435.656788,1219968614.3822255,1024151148.7358799,4016444901.303133,10448472.492145844,102973.03829250378,2.675228397216212
RSS,Reduce & Substitute,CENTRAL,2041,357567.1272899936,234425.631339603,751766.545281898,1343759.3039114946,1449479.4138498413,3016959.1389602,1464947.5729137626,3785421363.1180778,1207919711.7419784,1028231861.402076,3965109213.45798,10313095.377887411,102882.787285813,2.0814087527791143
RSS,Reduce & Substitute,CENTRAL,2042,350958.42299352883,232350.997141431,740831.9070665471,1324141.327201507,1576328.9203049466,2169133.9143015128,1017650.5440889371,3740146255.15986,1192582923.119309,1030689184.4755449,3902039993.803624,10149244.90602914,102588.3717714115,1.3760668134426448
RSS,Reduce & Substitute,CENTRAL,2043,343273.1646781131,229787.24475588,727902.2448772369,1300962.65431123,1708989.5374773466,1312399.9073676628,594892.0235224603,3685645932.988147,1174222392.0117733,1031828256.636608,3828040068.363312,9959151.064833775,102118.06499425793,0.767939111730846
RSS,Reduce & Substitute,CENTRAL,2044,334486.1442603097,226776.659349365,712885.3647185559,1274148.1683282307,1847608.5901651685,604733.855031731,264847.5059186316,3621908513.3290687,1152825773.6100192,1031792493.8562709,3742941793.082817,9742516.761477018,101481.1837597935,0.3273062586149106
RSS,Reduce & Substitute,LOWER,2020,134979.17948952917,8513.7254889401,275331.0811605523,418823.9861390216,53191.04496761877,0.0,0.0,2137622743.595284,677671656.0071306,528362228.99407816,2286932170.6083364,6780327.159521623,59232.43998498117,0.0
RSS,Reduce & Substitute,LOWER,2021,143844.53189122948,18853.1063699764,292916.6647847169,455614.3030459228,55428.67524124344,589085611.5677022,569164842.0943983,2169861406.906209,697643005.6997657,525563902.32716167,2341940510.278813,6990143.575357864,59820.45575383987,10627.81329345888
RSS,Reduce & Substitute,LOWER,2022,162337.0311688277,29754.0658299893,329834.50334676204,521925.60034557903,61632.488896855095,1567861110.9204228,1463615123.7325706,2353591178.405686,784808671.8209478,552081580.7018654,2586318269.524768,7692532.049861089,64179.48686843704,25438.87386317163
RSS,Reduce & Substitute,LOWER,2023,172243.2548894418,39399.6811744339,350178.81247219513,561821.7485360708,64049.039554583724,691755362.463066,623923703.2803012,2467823304.269115,781112680.5902793,544973763.2986437,2703962221.5607505,8007880.619827019,63920.09332611762,10800.401805768528
RSS,Reduce & Substitute,LOWER,2024,181973.74935671556,48884.8286716332,370520.3843862548,601378.9624146036,65760.54401182546,704351077.4760569,613801272.0376248,2563222042.506711,821860143.4706656,553213217.7498071,2831868968.2275696,8271235.501105121,64857.99783024843,10710.846268993702
RSS,Reduce & Substitute,LOWER,2025,173251.59777001405,26918.8041654003,335864.6124768943,536035.0144123086,171077.59035303793,350136565.4143005,294805592.8148454,2607867708.7215595,859527655.1018193,609121491.7713699,2858273872.0520086,8291154.765536315,70087.500940104,2046.6535955513177
RSS,Reduce & Substitute,LOWER,2026,176878.4164750895,29192.3788563273,343735.00489794475,549805.8002293615,208865.08630451397,589021720.7211415,479169549.3179099,2785239246.9217257,870224416.5078648,626503973.1056151,3028959690.3239756,8606146.256380297,70888.87610198367,2820.1061802276504
RSS,Reduce & Substitute,LOWER,2027,182641.84127320762,31565.9864058114,352963.87701976264,567171.7046987817,243996.63873512752,565899555.977084,444791935.6529751,2815895643.825461,914435663.2047149,639532141.3609502,3090799165.6692257,8829119.151915064,71606.77239173211,2319.2924251362365
RSS,Reduce & Substitute,LOWER,2028,188394.80373646706,33869.1894024428,362138.3649466579,584402.3580855678,280805.9984384951,568308819.8430665,431580285.28844386,2913123549.336587,920672235.8996334,669563207.6962448,3164232577.5399756,9000142.224300902,76618.48979762972,2023.8485751847038
RSS,Reduce & Substitute,LOWER,2029,189366.33643083097,36069.1760441459,373105.89349644794,598541.4059714248,321456.85044433875,541724909.2012898,397480344.2875927,2938674768.0235624,968268850.007671,687247235.7568233,3219696382.2744102,9222260.024104284,76827.76160967513,1685.2181201068886
RSS,Reduce & Substitute,LOWER,2030,194403.6326931147,38161.9266731756,381607.2473995455,614172.8067658357,361288.61222903663,510880799.20328236,362173010.11829126,2972336631.528191,967106270.1999037,728252797.9560604,3211190103.7720346,9502023.40738583,79380.9278238726,1414.0517633570269
RSS,Reduce & Substitute,LOWER,2031,199512.55402279634,40172.8051089467,389884.5823823337,629569.9415140767,402764.5258296287,495547187.43667513,339422921.9853351,3060531970.280794,985198132.1541936,753454520.3726182,3292275582.06237,9624177.306232454,80287.77554625261,1230.3645322684004
RSS,Reduce & Substitute,LOWER,2032,204374.30955110502,42072.4231651712,397633.49419793335,644080.2269142095,445593.2814022871,459392438.80312574,304018243.36021936,3123804376.2182083,1021714482.7045856,787089025.0897276,3358429833.833066,9776920.35570826,84924.19089162955,1030.9680553472722
RSS,Reduce & Substitute,LOWER,2033,209091.02305833902,43882.1165368079,405079.7012678155,658052.8408629624,490276.3183594397,436078119.1981273,278830160.4199581,3298769049.7890177,1013871826.8821409,810229663.7327821,3502411212.9383764,10052260.58296875,84619.43069501259,889.4537689630408
RSS,Reduce & Substitute,LOWER,2034,213515.38188536762,45579.6388437962,412001.65598206734,671096.6767112312,536305.4202753447,399525437.3597714,246819539.9531904,3227333239.5023813,1031111671.0830947,828969911.4655219,3429474999.119954,10142895.356986491,85379.00641349735,744.9587907477252
RSS,Reduce & Substitute,LOWER,2035,215439.4638599374,46109.1965600985,414752.566981485,676301.2274015208,590488.3622963999,102797908.36449587,61359107.11701996,3284252846.225621,1064598482.1965048,864558423.0799036,3484292905.342222,10198518.058935454,88995.26746593884,174.0896432991777
RSS,Reduce & Substitute,LOWER,2036,217120.2728773732,46478.8837274909,416967.1351658532,680566.2917707174,646207.4474863007,56172924.34341736,32395257.54715629,3315520615.8351007,1085401013.8910213,882339974.2166309,3518581655.509491,10245349.944714628,90154.04250868039,86.92707668710085
RSS,Reduce & Substitute,LOWER,2037,218130.95171343483,46688.096210939,418102.6768520081,682921.7247763819,704122.3374190347,9491174.770220155,5288518.453240776,3319855592.0445194,1047410387.5241588,884679689.5385864,3482586290.0300913,10092605.852984855,90198.27617994358,13.479439957848976
RSS,Reduce & Substitute,LOWER,2038,217969.61070397368,46724.8006495465,417756.731769949,682451.1431234692,765137.6070942917,5480672.609714916,2950581.151668328,3328488671.6079283,1054536464.4989462,885055500.4761729,3497969635.6307015,10124189.926655555,90002.96784651681,7.162989453006334
RSS,Reduce & Substitute,LOWER,2039,216101.72532330375,46633.3344484481,415726.96318502305,678462.0229567749,830870.298803588,2517245.4104972193,1309359.524370132,3234427885.523379,1057232740.4043322,900373008.9348149,3391287616.992896,9994528.754987076,90153.34318584582,3.029649048861089
RSS,Reduce & Substitute,LOWER,2040,213388.68363134947,46399.2397622099,412410.8332813633,672198.7566749227,899143.8403068004,1258598.2630998413,632528.5492389362,3266999662.8691683,1048470048.7469759,898781969.7390258,3416687741.877118,9886425.051401747,91294.12481960596,1.3997741036299487
RSS,Reduce & Substitute,LOWER,2041,210085.71412526837,46069.33055059,408165.7149658129,664320.7596416713,970388.0900098267,915049.1891384905,444321.2609061532,3198788498.9809012,1065042433.7080435,911429336.69558,3352401595.993365,9804906.793062823,89685.47965200753,0.9429724030611548
RSS,Reduce & Substitute,LOWER,2042,206110.7938005842,45629.9772886631,402822.9234488683,654563.6945381156,1043899.5954177523,670201.0855584324,314425.26202314114,3209284571.563243,1026861585.9116786,907640004.96949,3328506152.505431,9610663.78982051,90009.61790318985,0.6420168074595607
RSS,Reduce & Substitute,LOWER,2043,201498.24692885522,45119.9799854758,396443.05684248696,643061.2837568179,1120464.5596756504,380609.1918390562,172524.67866942138,3126536315.3042154,992814798.2464336,924055360.6535039,3195295752.8971453,9417653.783876546,90092.84340134727,0.339688737633285
RSS,Reduce & Substitute,LOWER,2044,196246.65820424678,44579.9408223957,388970.4671976168,629797.0662242593,1200141.932830242,117446.87828318411,51436.69819775226,3098964790.5961256,980092375.4210863,919223038.6799281,3159834127.337284,9320529.701458348,89899.31397439328,0.09786082384957111
RSS,Reduce & Substitute,UPPER,2020,368649.2988556559,251213.491541171,764034.4911277259,1383897.281524553,-26325.708336756565,0.0,0.0,2893507435.391443,911708573.1905566,696667610.8107107,3108548397.771289,7939516.2027340755,75716.73270467608,
RSS,Reduce & Substitute,UPPER,2021,390859.0689013944,273805.67417596,801272.5876899101,1465937.3307672646,-27786.433528293157,596271545.9787505,576107773.8925126,2873815679.344423,916912764.6326895,685309780.0468391,3105418663.930273,8236066.555748906,78828.89968327113,
RSS,Reduce & Substitute,UPPER,2022,438051.61320933717,313735.837656079,889948.832951777,1641736.283817193,-34018.28366237134,1582055406.8186104,1476865650.8376956,3191426589.365096,1032977643.1012146,717687687.176914,3506716545.2893963,8994689.199634543,82241.36919197714,
RSS,Reduce & Substitute,UPPER,2023,463715.4548880194,338046.140020118,933991.4572737981,1735753.0521819354,-36279.1224183829,692251021.6148031,624370759.4367081,3327471884.7065907,1050545101.1013397,719442518.3961112,3658574467.4118185,9427530.952386076,80088.08657858678,
RSS,Reduce & Substitute,UPPER,2024,489290.5904555156,362240.130891107,978182.3575240241,1829713.0788706467,-38679.16937690787,704791435.9953016,614185019.0466214,3395948501.9373503,1085278779.5711203,710264663.9899998,3770962617.518471,9742037.203333743,82922.7161182963,
RSS,Reduce & Substitute,UPPER,2025,463463.6403654005,318353.563893298,941951.819110494,1723769.0233691926,156421.26877699723,405758556.5034107,341637816.7991201,3555632592.365367,1153327161.7224402,817828280.1421484,3891131473.945658,9797766.403229682,90368.39779643268,2594.0114133831917
RSS,Reduce & Substitute,UPPER,2026,473012.1330334076,328774.29122815,963587.0599523359,1765373.4842138935,234677.9688470543,594487928.6882385,483616313.0210635,3700251583.230856,1170008076.3975012,837715056.5028385,4032544603.1255183,10043146.94239607,92780.29632975905,2533.207235467773
RSS,Reduce & Substitute,UPPER,2027,486769.05447137647,339331.489170972,990145.946007032,1816246.4896493806,305995.67590378877,583289141.7645429,458459992.8919536,3733021480.9428754,1204039296.6431267,875814314.0524786,4061246463.5335236,10208998.635180695,95163.09251572311,1906.2006024815228
RSS,Reduce & Substitute,UPPER,2028,500449.0763919346,349817.116865662,1016535.383928454,1866801.5771860506,381501.9660111719,577087647.8419435,438247028.7208259,3849707848.625685,1244082574.45135,914865142.815623,4178925280.2614117,10479128.842495814,94361.01331902244,1512.672801861902
RSS,Reduce & Substitute,UPPER,2029,516435.2365935574,349836.816992632,1049415.0045544421,1915687.0581406315,460478.8186567959,551435298.9255,404605157.98027754,4024542066.8525677,1297355284.8540986,946998380.681353,4374898971.025313,10764968.376605133,101598.89090633208,1197.5258721650252
RSS,Reduce & Substitute,UPPER,2030,528776.4183611528,359093.536511169,1073974.346421337,1961844.3012936588,543798.7777473589,518681132.48161674,367702813.13250893,3989585128.6044655,1310745554.5821335,973849791.050118,4326480892.13648,10989268.41891166,102943.04243287267,953.8107728564785
RSS,Reduce & Substitute,UPPER,2031,541062.4615471461,368279.239423611,1097817.929911267,2007159.630882024,631467.4842255122,503381272.9769724,344788845.29715,4151405633.721971,1306813517.1521003,1012997496.516871,4445221654.357201,11120756.037260015,105139.93272735394,797.161034497863
RSS,Reduce & Substitute,UPPER,2032,552612.2831664886,376957.077167266,1120161.006223073,2049730.3665568277,723074.1899063035,466899702.4516609,308986425.058673,4184189669.974846,1361209862.9561057,1075326492.668985,4470073040.261967,11302318.782216327,108152.41074865843,645.7147952026362
RSS,Reduce & Substitute,UPPER,2033,563722.1641744468,385347.354438233,1141617.063097776,2090686.5817104557,820183.4101375977,443451224.8560876,283544554.7976965,4299240052.323527,1378596807.3570464,1088150094.334834,4589686765.345739,11630315.849411286,111594.32839844111,540.6732437829878
RSS,Reduce & Substitute,UPPER,2034,574097.2116178538,393220.672558038,1161575.662011727,2128893.5461876187,921031.1951572495,406618965.84258777,251201792.67868328,4305037755.770996,1410641327.2092006,1112490830.949527,4603188252.03067,11830284.408789866,111780.50193964202,441.48229504122816
RSS,Reduce & Substitute,UPPER,2035,578288.2264714648,396158.913950812,1169537.864346724,2143985.004769001,1045735.4324579937,109637596.77251199,65441652.9620816,4448767253.405339,1454973566.2832901,1162288560.051446,4741452259.637183,11931954.0625131,113094.12789510717,104.8425762095577
RSS,Reduce & Substitute,UPPER,2036,581748.8290366974,398423.720682287,1176015.375156051,2156187.9248750354,1176502.1170217413,65175767.85608496,37587250.62315481,4457765485.621203,1431263624.353722,1153326049.684342,4735703060.290585,11941831.272892589,116311.5541579049,55.39791804291376
RSS,Reduce & Substitute,UPPER,2037,583501.6005523641,399769.308578622,1179310.1155848461,2162581.0247158324,1313847.1639008075,13503258.994950242,7524066.946670227,4451796455.865959,1398654544.7336688,1169324334.66904,4681126665.930589,11815941.296649583,115977.61130530004,10.277648242478307
RSS,Reduce & Substitute,UPPER,2038,582526.7582639683,400137.635522338,1177904.543111461,2160568.9368977672,1460280.8091798737,8439393.682709146,4543441.600137036,4410139451.966422,1411472941.1162844,1176517792.078978,4645094601.003729,11671638.452152472,119175.44304050678,5.779295070958919
RSS,Reduce & Substitute,UPPER,2039,577915.5262224525,399801.511086615,1170752.171312181,2148469.2086212486,1619800.3929806836,4941659.5930355145,2570432.3572718375,4388323571.237397,1401035242.792266,1207652419.8143,4581706394.215363,11540846.31175985,117971.47940799987,3.0507830560172264
RSS,Reduce & Substitute,UPPER,2040,571182.7913660133,398457.313932334,1159756.677745827,2129396.7830441743,1786970.1148148365,3994809.97445775,2007655.2079498186,4358863627.042708,1389278997.7980428,1190756874.968309,4557385749.872442,11488553.720661744,118225.53108290894,2.2355214232957037
RSS,Reduce & Substitute,UPPER,2041,562920.0207269483,396390.8725185,1146006.05983196,2105316.9530774085,1962910.0638422165,3473611.103345414,1686684.4795405404,4318675568.476789,1377029666.9163558,1192527017.525816,4503178217.86733,11411896.33618092,116421.4302614305,1.7696231566239662
RSS,Reduce & Substitute,UPPER,2042,552825.1028360574,393426.106301367,1129010.755592904,2075261.9647303284,2146750.420031887,2756038.5617732517,1292997.2296439721,4265458185.792946,1394230243.7935264,1194951461.459405,4464736968.127068,11103382.764109354,115394.6694354524,1.2838188063483946
RSS,Reduce & Substitute,UPPER,2043,540878.5228978471,389648.731238294,1108967.9880552068,2039495.242191348,2339575.8989419295,2052922.6197095606,930560.3303672882,4263214047.82142,1326131900.3990033,1199081641.941364,4390264306.279059,10912529.318909714,116036.23911670005,0.8774763924683925
RSS,Reduce & Substitute,UPPER,2044,527149.6100029546,385104.624649259,1085753.901287951,1998008.1359401648,2541499.4523136406,1396941.816523694,611800.6341820073,4188290227.320568,1317651730.4445524,1199431278.159806,4306510679.605314,10883178.686756818,112868.27993069336,0.5496526136379827
SCS,System Change,CENTRAL,2020,224110.88104052562,135481.392881757,503048.932054171,862641.2059764536,12869.625893607503,0.0,0.0,2462877230.7988477,785529251.4415907,596854998.980535,2651551483.2599034,7099058.579968866,66836.3713189513,0.0
SCS,System Change,CENTRAL,2021,238422.3790381193,152400.769975311,530636.065152975,921459.2141664054,12783.482812598231,596222679.1652228,576060559.5799254,2548624776.1903934,814436462.3780384,593028133.7654862,2770033104.8029456,7369110.556322213,67032.79529525596,46640.08141643842
SCS,System Change,CENTRAL,2022,268009.9387409928,179464.081984217,591479.983204742,1038954.0039299517,13465.599140190054,1580329516.0592546,1475254513.3461735,2795329403.2934394,894789080.6107908,621942242.1701694,3068176241.734061,8102694.236140053,71381.1562926183,117360.50506230575
SCS,System Change,CENTRAL,2023,284233.60129359126,197722.915575201,623042.27557282,1104998.792441612,13506.198378100991,691994610.780882,624139491.5553987,2898241634.933785,929199378.0209012,621215103.5455241,3206225909.409162,8422709.778602974,71995.4524715449,51235.33591087223
SCS,System Change,CENTRAL,2024,300415.5741646264,215823.123411493,654846.365126817,1171085.0627029366,13522.288235062268,704889435.3337219,614270419.8084074,3003006115.0443587,964203535.6165893,621805709.2429508,3345403941.417997,8747538.568985073,72671.00715055974,52127.96999149871
SCS,System Change,CENTRAL,2025,278397.8469764046,179655.563157032,583756.5181619307,1041809.9282953674,207149.22191037424,386302493.746755,325256334.02530056,3088039707.49048,989753250.9407959,711150612.0317248,3366642346.399551,8702279.380039945,80605.23813317988,1864.8512902157736
SCS,System Change,CENTRAL,2026,285156.9970443885,188204.158548221,618000.3134211035,1091361.469013713,242652.05057610502,590266464.7389243,480182149.3783744,3184605676.8149805,1021529108.1829364,739225016.9592037,3466909768.0387135,9001422.079384714,82889.17859834302,2432.5632663623173
SCS,System Change,CENTRAL,2027,289213.9353614139,192180.308467006,640903.3964333448,1122297.6402617646,298395.49633209524,579357005.7797374,455369369.55171686,3280650349.3314357,1052745410.6217971,775450074.694885,3557945685.2583475,9262441.273711076,85721.77227973017,1941.5742291731835
