scenario,label,variant,year,aquatic_t,terrestrial_t,open_burning_t,total_leakage_t,leakage_avoided_vs_BAU_t,required_investment_usd,required_investment_pv_3_5_usd,opex_usd,capex_usd,revenue_usd,net_annual_cost_usd,ghg_total,jobs_total,investment_per_t_avoided_usd
CDS,Collection & Disposal,LOWER,2020,150558.8158226003,135491.111538022,196124.6068994806,482174.5342601029,-10159.503153462545,0.0,0.0,2116769369.3507051,698221616.1230888,592502083.5080696,2222488901.9657245,6165778.449284045,67016.17807430783,
CDS,Collection & Disposal,LOWER,2021,157090.6005641157,144752.913036451,205772.0359169482,507615.5495175149,3427.4287696513347,556367217.5785887,537552867.2256896,2254440867.55615,688501086.6213093,614037738.7591418,2328904215.4183173,6418030.249362248,68049.9871631244,162327.87169934003
CDS,Collection & Disposal,LOWER,2022,174029.5652885387,163496.408023641,227683.4566531651,565209.4299653447,18348.659277089406,1571255940.013018,1466784233.0164232,2437141660.119246,777076894.4376476,675222122.1182301,2538996432.4386635,7060154.940009081,74719.72321055694,85633.283406975
CDS,Collection & Disposal,LOWER,2023,182201.08560660708,174053.391313504,238891.8103379599,595146.287258071,30724.500832583522,685254543.1801195,618060336.7471817,2559183665.907852,795735642.5526284,687951979.1561673,2666967329.3043137,7313652.775112832,77024.89013848752,22303.195320049035
CDS,Collection & Disposal,LOWER,2024,190378.8599338707,184611.740320534,250135.47000783298,625126.0702622377,42013.43616419134,698958827.0563242,609102237.3195444,2684308828.8222184,839625107.5874629,721455437.2867203,2802478499.122961,7591492.631702874,81174.42711230635,16636.55465658048
CDS,Collection & Disposal,LOWER,2025,181234.1117444354,162579.437167146,212289.0659168311,556102.6148284125,151009.98993693397,745794830.0740427,627939234.9041567,2670125320.704385,857392394.128425,718143138.8203887,2809374576.012421,7607432.019301984,80795.53789286835,4938.711871880182
CDS,Collection & Disposal,LOWER,2026,182133.1017084004,163347.813047312,212415.96577784442,557896.8805335568,200774.00600031868,1007941615.9054099,819961153.9636486,2810074123.368093,907567593.69411,749411283.7142295,2968230433.3479733,7952661.248926664,81853.09539019027,5020.279447449039
CDS,Collection & Disposal,LOWER,2027,183936.9381524551,163760.13350737,213577.4117484887,561274.4834083138,249893.8600255954,1025380125.2920629,805939509.7444036,3023881587.579458,965678794.8471873,765717941.4545363,3223842440.972109,8300384.940699822,84581.36863670778,4103.2625819099285
CDS,Collection & Disposal,LOWER,2028,185369.8427642133,163741.958250866,214489.3701567122,563601.1711717915,301607.1853522714,1061940835.269197,806450142.3213658,3134349267.4158897,1017377743.8723942,780501677.9238234,3371225333.3644605,8636560.197405303,87084.13894355237,3520.940106346838
CDS,Collection & Disposal,LOWER,2029,187462.44496409182,164842.161843811,215842.4710067748,568147.0778146776,351851.1786010859,1076751826.5351632,790046164.490588,3238884493.202198,1048166923.0865109,793501415.999746,3493550000.288963,9017926.954418542,89978.07013216901,3060.2478889403956
CDS,Collection & Disposal,LOWER,2030,187344.3408589512,163619.040737354,215780.330354155,566743.7119504602,408717.70704441215,1093998991.0814002,775556466.9571139,3449911118.491292,1127918578.104999,811430891.8384775,3766398804.757813,9386950.738308597,91680.23895282185,2676.661598521162
CDS,Collection & Disposal,LOWER,2031,186272.9043607699,161844.619561734,214178.46669213127,562295.9906146352,470038.4767290702,1127782813.0806327,772470003.8370936,3642937254.3729057,1144140546.761586,808937661.4413515,3978140139.6931405,9776736.211828418,93064.34963630026,2399.3414771673806
CDS,Collection & Disposal,LOWER,2032,184467.5555903854,159357.234722432,209756.44123616169,553581.2315489792,536092.2767675174,1138098242.0040658,753174408.37051,3797202669.8379955,1203433839.781131,824574995.6995339,4176061513.9195924,10153970.03991481,95967.32936468688,2122.9521321711095
CDS,Collection & Disposal,LOWER,2033,181894.18224007392,156264.967018873,204816.32997645967,542975.4792354065,605353.6799869956,1169841418.1730056,748001461.0567766,3838591968.066823,1272388174.5574129,850174919.9589691,4260805222.665267,10429220.519036962,98089.99152523099,1932.4924533342828
CDS,Collection & Disposal,LOWER,2034,178334.8038886804,152421.048447952,200811.47534925662,531567.3276858891,675834.7693006869,1179445757.7743466,728640111.7720633,4099740130.4264455,1292881228.5343108,868065812.2450871,4524555546.71567,10826048.34682587,100255.21155620103,1745.1688065631279
CDS,Collection & Disposal,LOWER,2035,174614.390705008,147624.231736123,199282.2940290141,521520.9164701451,745268.6732277756,1186657805.048816,708304911.3515409,4274553412.0688114,1345068355.2168348,855466371.8572445,4764155395.428402,11138411.64835763,100894.4152185544,1592.2550452971195
CDS,Collection & Disposal,LOWER,2036,170365.66747422473,138568.683243251,197257.1318072832,506191.48252475896,820582.2567322592,1217656041.8209574,702229437.7533746,4431132949.934786,1401472959.0423942,870260384.4334555,4962345524.543725,11581028.057995431,104723.8486292124,1483.892725965017
CDS,Collection & Disposal,LOWER,2037,165464.26907407492,128416.597700532,194622.99195104899,488503.85872565594,898540.2034697606,1222097991.0284078,680957619.440433,4599918715.810978,1451707055.0542169,871427956.904949,5180197813.960245,11979803.69520016,105138.34214642228,1360.0927218495196
CDS,Collection & Disposal,LOWER,2038,159800.2142108518,117174.660020953,186995.3564211081,463970.23065291287,983618.519564848,1232005184.835147,663263715.2397478,4612085702.807931,1527236539.0391545,883330838.1393328,5255991403.707753,12281958.684194518,110221.73835446972,1252.5233719472717
CDS,Collection & Disposal,LOWER,2039,152369.827810702,104898.792540493,175966.7596257708,433235.3799769658,1076096.9417833972,1263733927.1919978,657338393.3637491,4860466724.234783,1617598005.7523255,914286008.4977736,5563778721.489334,12832349.821855795,112579.89691574368,1174.3681058117618
CDS,Collection & Disposal,LOWER,2040,143623.7598965425,91494.7843356207,157701.6129260245,392820.1571581877,1178522.4398235353,1271418816.8651853,638971722.1809201,5143383698.139801,1616757579.70299,917242416.3290476,5842898861.513743,13071470.348687245,112003.77635512968,1078.824444832429
CDS,Collection & Disposal,LOWER,2041,133948.2789140883,77004.6252531524,137902.4770469619,348855.3812142026,1285853.4684372954,1305456544.3715744,633891712.8591428,5288788589.9223995,1669512130.2860503,929009479.8404723,6029291240.367978,13434889.176932694,115911.51414192961,1015.2451864971074
CDS,Collection & Disposal,LOWER,2042,118931.11058093159,61347.842484115,116452.93430139049,296731.88736643706,1401731.4025894308,1316543852.1003258,617657378.6308936,5492223660.204345,1820022883.982253,948561894.8776504,6363684649.308948,14054094.543415414,119785.50432152583,939.2269087132262
CDS,Collection & Disposal,LOWER,2043,100631.05315733708,44533.4596641801,93371.174986282,238535.6878077992,1524990.155624669,1349921783.655688,611900150.9888161,5557895529.619859,1830848196.660812,948298703.8371379,6440445022.443532,14381941.331709094,121188.1198924064,885.2003264917673
CDS,Collection & Disposal,LOWER,2044,79078.64351014777,24769.0651734019,68596.7144917184,172444.42317526808,1657494.5758792332,1384109445.3404882,606180605.6775409,5629704897.112757,1934052431.3854673,941214497.1921268,6622542831.306097,14734152.324474066,126748.76952362894,835.0612216068789
CDS,Collection & Disposal,UPPER,2020,388499.7036473312,345139.756189869,498375.941353113,1232015.4011903133,125556.17199748312,0.0,0.0,2779933458.3302784,904034797.6938274,767788644.3127604,2916179611.7113457,7144922.254903251,82336.8995014676,0.0
CDS,Collection & Disposal,UPPER,2021,406299.2850002874,366764.718464777,522302.47174309497,1295366.4752081593,142784.42203081213,593041587.5551395,572987041.116077,2967211815.032983,924706549.4776528,787552657.8717741,3104365706.638861,7381131.425014689,83342.83730179028,4153.405386388469
CDS,Collection & Disposal,UPPER,2022,449225.6391941024,411203.061472442,576429.466175827,1436858.1668423712,170859.83331245044,1594081337.526904,1488091985.8357527,3242087684.517763,1037159162.4314013,860147203.1134241,3419099643.83574,8124180.102660571,92874.69938085774,9329.760579900698
CDS,Collection & Disposal,UPPER,2023,469670.8048073295,434926.713405617,603645.725965897,1508243.2441788435,191230.68558470905,693067997.6511884,625107625.0134314,3353286309.6935987,1075859689.3501878,887834468.337695,3541311530.706092,8420445.200230137,96531.60401393537,3624.2509696184798
CDS,Collection & Disposal,UPPER,2024,490155.5627243724,458673.097571008,630777.355381578,1579606.0156769585,211427.8938167803,706425784.6468164,615609259.4763336,3511891721.357042,1120267552.8865774,911201773.59736,3720957500.646259,8690564.727246959,96511.23501333175,3341.2137438165682
CDS,Collection & Disposal,UPPER,2025,476089.9648084801,423141.877228083,514358.104254195,1413589.946290758,466600.34585543186,830023571.9600489,698857575.4504266,3605086962.263466,1167057980.2508984,975127269.3445517,3797017673.1698127,8866077.728500698,104750.35243293323,1778.8747465206927
CDS,Collection & Disposal,UPPER,2026,482960.691104159,430960.531067,542832.380663297,1456753.6028344561,543297.8502264917,1039264427.3401756,845442281.2473607,3809746774.1286902,1207829103.506944,994541074.0243216,4023034803.611313,9222627.269627498,106653.13410747354,1912.8815380125725
CDS,Collection & Disposal,UPPER,2027,492170.9789259869,438246.526098547,576791.533854218,1507209.038878752,615033.1266744174,1070468977.2061859,841378939.7765156,4019244948.208238,1292277043.1774127,1041658903.9501114,4269863087.4355392,9552863.583619043,112534.07823589363,1740.5062114204857
CDS,Collection & Disposal,UPPER,2028,501037.39308484335,444968.788102039,612504.807782991,1558510.9889698732,689792.5542273493,1110407799.2268481,843256514.8455226,4280097503.5873494,1349870083.3988614,1090277410.1499498,4539690176.836261,10004027.64957348,115155.48000854786,1609.7706367251797
CDS,Collection & Disposal,UPPER,2029,511347.5859085127,453467.127659765,650042.222143125,1614856.9357114027,761308.9410860247,1120899948.1584527,822439008.6895895,4414215919.784146,1441174441.753344,1148620697.697813,4706769663.839678,10440525.980946139,121266.70424852973,1472.3325678527606
CDS,Collection & Disposal,UPPER,2030,518196.76788780186,463037.332127243,688826.76994664,1670060.869961685,835582.2090793326,1145408416.1846893,812001575.614839,4749460209.306571,1508707216.1386003,1198546996.7804863,5059620428.664685,10786682.720887499,126803.13437867133,1370.790813565468
CDS,Collection & Disposal,UPPER,2031,524881.9577055556,475723.533696184,729386.282842181,1729991.7742439206,908635.3408636157,1178260770.8605657,807044664.6562647,4938413909.399316,1556373011.8132532,1241423208.550945,5253363712.661624,11203801.48042053,129611.92179608348,1296.736675177837
CDS,Collection & Disposal,UPPER,2032,532620.9518888745,487647.347538654,770629.170617626,1790897.4700451544,981907.0864179768,1189317028.7582173,787070146.00304,5141797350.831896,1618471724.2945135,1302778531.5738573,5457490543.552552,11567137.28854865,134462.1087533578,1211.231739957064
CDS,Collection & Disposal,UPPER,2033,541797.9832876294,498921.298797411,813283.375999555,1854002.6580845953,1056867.333763458,1222690348.8272285,781793286.7953324,5231245335.634549,1715746331.8375444,1373220706.6599011,5573770960.812193,11985409.782300213,142678.99474426123,1156.9005018570135
CDS,Collection & Disposal,UPPER,2034,554456.1956451228,509050.999982936,856619.117176431,1920126.3128044899,1129798.4285403783,1232944937.6585176,761690930.8992401,5675887647.360582,1777344653.873024,1444802659.7785673,6008429641.455039,12413044.934172932,143933.97660884284,1091.2963821797819
CDS,Collection & Disposal,UPPER,2035,570051.364430274,519799.757215514,902495.093386163,1992346.215031951,1197374.222195044,1240563308.3299243,740480600.5522832,5716088297.115086,1875309997.2851617,1478887532.0741928,6112510762.326055,12770900.963160934,155903.77275612386,1036.069831247666
CDS,Collection & Disposal,UPPER,2036,585636.4909082927,539937.570940944,949944.600733092,2075518.6625823288,1257171.379314448,1273516972.4821515,734444766.6995751,5938596165.46075,1914213925.9354913,1530625405.9622972,6322184685.433944,13073090.062538635,157929.77234960758,1013.0018813955318
CDS,Collection & Disposal,UPPER,2037,599855.6102355991,558700.895972125,996742.553774517,2155299.059982241,1321129.1286343988,1278452333.292797,712358471.9377005,6179930332.512161,2023288231.1386967,1568137737.9723027,6635080825.6785555,13625828.19738385,165539.8046827495,967.6967266737089
CDS,Collection & Disposal,UPPER,2038,612977.1303994708,576196.708236397,1043509.0607791169,2232682.899414985,1388166.846662656,1286045563.315325,692356954.9800668,6400671134.015285,2065187998.338781,1668618921.7413697,6797240210.612696,14046270.483767467,169521.31410205172,926.4344314281497
CDS,Collection & Disposal,UPPER,2039,631684.4086586176,593651.651532834,1091747.135825678,2317083.1960171293,1451186.4055848029,1318083968.4390228,685608876.5911453,6749359299.246809,2137584252.4988742,1684495724.1188974,7202447827.626786,14378214.038227282,175480.02205921063,908.2802618371124
CDS,Collection & Disposal,UPPER,2040,651539.6585188251,610653.101480245,1140748.72609133,2402941.4860904003,1513425.4117686106,1327146433.7508934,666978521.2483553,7002221000.549079,2204463379.1165633,1768387608.7181754,7438296770.947466,14805869.09543632,185220.5021533295,876.9156533455924
CDS,Collection & Disposal,UPPER,2041,671717.7741290175,627717.580880905,1191455.763369525,2490891.1183794476,1577335.8985401774,1363347857.9499028,662002050.2595329,7256065449.267932,2289671548.396511,1763804713.413844,7781932284.2506,15175023.770006554,194173.65656802137,864.3357823857808
CDS,Collection & Disposal,UPPER,2042,691698.6730089766,644376.70833384,1243076.0230316329,2579151.4043744495,1642860.980387766,1376013770.2129624,645557728.2244488,7601835721.556295,2455394521.5985756,1934679994.5367956,8122550248.618075,15732967.461621186,194205.98907088832,837.5716427863425
CDS,Collection & Disposal,UPPER,2043,711884.0812032879,661046.799007475,1296404.729335749,2669335.609546512,1709735.5315867658,1411658928.8792124,639884711.9769278,7680491068.150422,2511327987.740855,1952447555.403491,8239371500.487786,16039723.235619774,202150.2869313377,825.6592337231739
CDS,Collection & Disposal,UPPER,2044,732305.7435360523,681391.85673282,1351549.03007116,2765246.6303400323,1774260.9579137731,1448191587.0502274,634245836.7945555,7911176131.431638,2599819191.902211,2039940581.621665,8471054741.712184,16442904.716232803,216191.43094984835,816.2224280429709
RES,Recycling,CENTRAL,2020,275114.5037935049,215465.906730162,379995.833826649,870576.2443503159,4934.587519745226,0.0,0.0,2426137677.682655,785529251.4415946,596854998.9805729,2614811930.1436768,6742942.913698453,53877.79283030053,0.0
RES,Recycling,CENTRAL,2021,292229.4462998338,237907.867064122,399061.033089909,929198.3464538648,5044.350525138783,596222679.1652188,576060559.5799216,2513345376.333222,814436462.378039,593028133.7654883,2734753704.9457726,6988332.413531708,54589.23424714815,118196.12380105468
RES,Recycling,CENTRAL,2022,328081.20331710053,276055.223675008,442825.999716318,1046962.4267084266,5457.176361715188,1580329516.0592024,1475254513.346125,2757629035.428613,894789080.6107916,621942242.1701694,3030475873.8692355,7672489.607924553,58083.68436958818,289587.40039006283
RES,Recycling,CENTRAL,2023,347547.0122539166,300562.135980787,464799.44791361,1112908.5961483135,5596.394671399612,691994610.780882,624139491.5553987,2861588900.7887797,929199378.0209023,621215103.5455241,3169573175.264158,7964755.035357225,59067.49630562568,123650.07320111322
RES,Recycling,CENTRAL,2024,366973.65170578344,324911.239925648,486989.538817684,1178874.4304491153,5732.920488883508,704889435.333722,614270419.8084074,2967958712.5882077,964203535.6165905,621805709.2429508,3310356538.9618473,8261760.913646444,60309.27498373356,122954.68543485763
RES,Recycling,CENTRAL,2025,359828.1501364439,287458.994011588,488245.19509375806,1135532.3392417901,113426.81096395152,759170359.0147115,639201071.3647394,3095154864.9290648,1007605952.3693906,718554030.5879447,3384206786.7105103,8537359.391641593,63384.705122175576,6693.041553076772
RES,Recycling,CENTRAL,2026,381947.6996305684,312251.318919196,526543.12946816,1220742.1480179243,113271.3715718938,1015132779.1190107,825811169.871235,3254787392.273464,1060633092.0841976,747814769.4191973,3567605714.938465,8994360.205984293,65949.50901362058,8961.953625455146
RES,Recycling,CENTRAL,2027,402455.5830443455,333155.037534836,560414.6241531491,1296025.2447323306,124667.89186152932,1040719773.7251104,817996334.7528466,3418513710.617212,1115148494.9698346,783874681.9409044,3749787523.646142,9446166.60049174,68578.11466570053,8347.937533756125
RES,Recycling,CENTRAL,2028,423360.1887051225,354372.980186366,595107.698506147,1372840.8673976357,137193.2343984791,1078893268.2786918,819324015.854758,3588567743.6256843,1171812510.6602106,822086639.7202892,3938293614.565605,9911960.314240973,71333.98224887751,7864.041350209994
RES,Recycling,CENTRAL,2029,444336.398951161,374998.974542878,630889.59120909,1450224.9647031291,150424.39454704942,1092839778.2200975,801850392.9209143,3761466638.6239815,1229442174.1503441,861866024.805401,4129042787.9689245,10383716.45556348,74200.73405347517,7265.043555673288
RES,Recycling,CENTRAL,2030,465470.3655516897,396531.62718073,666536.538082626,1528538.5308150456,163870.66542056738,1110132261.1778617,786993645.6551566,3937256289.7735944,1288168353.9696333,902465923.061785,4322958720.681443,10859030.542755082,77064.69168535716,6774.441650851618
RES,Recycling,CENTRAL,2031,487114.1633471403,418711.098776287,703290.929861997,1609116.1919854244,177475.38184877695,1144188462.3480258,783706982.9837399,4118883347.4428687,1348902566.381761,944684227.257545,4523101686.567085,11347361.545709305,80041.64291829219,6447.026344887455
RES,Recycling,CENTRAL,2032,508775.7722084912,441011.3512943,740390.401030247,1690177.524533038,191383.9674270642,1154069030.3151662,763743609.3353075,4302626036.509724,1410435296.2843904,987975758.885696,4725085573.908418,11837857.683734188,83060.04087605202,6030.123869989152
RES,Recycling,CENTRAL,2033,530891.0292867182,463885.416278736,778471.880199421,1773248.3257648752,205539.27925009863,1186080100.8414927,758384542.193223,4491939683.789392,1473905771.2350714,1032870047.501219,4932975407.523245,12339971.261732081,86183.65116484418,5770.576335427738
RES,Recycling,CENTRAL,2034,553005.9871333267,486869.133939469,816828.351749975,1856703.4728227707,220016.55682291044,1195456318.4588366,738531144.6150607,4683378052.594942,1538191515.3772156,1078886164.136454,5142683403.835703,12843661.243197123,89348.3062034062,5433.483441980458
RES,Recycling,CENTRAL,2035,574894.53516665,509871.008378211,855624.238448854,1940389.781993715,234795.5973938331,1203935198.867972,718617625.6364813,4877008916.472268,1603268131.2431133,1113938293.97143,5366338753.743952,13349021.704959726,92609.65715642647,5127.5884736823145
RES,Recycling,CENTRAL,2036,597208.1127250073,533446.558713549,895298.459724462,2025953.1311630183,249887.85873456532,1235874753.1530592,712736276.2824229,5076337834.738455,1670345574.3544626,1149875287.1150398,5596808121.977878,13865303.796371374,95978.64703133643,4945.717488682891
RES,Recycling,CENTRAL,2037,620315.4495908681,558951.743437102,933493.1208617351,2112760.313889705,264280.87047378113,1240246047.728901,691069785.2233407,5276558803.422817,1737720067.5951235,1182423436.839622,5831855434.178318,14377298.705119133,99309.65911391332,4692.9088946373195
RES,Recycling,CENTRAL,2038,643659.1871790639,585339.497337493,970499.1980105741,2199497.882527131,279225.04701887956,1246874892.1772323,671268987.8292125,5478000708.126714,1805544180.5123308,1213327609.2487211,6070217279.390324,14886008.617721587,102626.11296184905,4465.483685970786
RES,Recycling,CENTRAL,2039,667298.8126749167,612222.984750416,1008018.1461485261,2287539.9435738586,294929.5544704087,1277850715.85787,664681321.3182902,5684866298.99824,1875272556.076208,1245120096.597038,6315018758.47741,15404255.479217013,106037.22816432071,4332.731991381627
RES,Recycling,CENTRAL,2040,690883.750852951,639299.80491375,1045537.346654044,2375720.902420745,310966.64670543326,1285732435.2052717,646165258.441423,5893690735.391119,1945768756.778338,1277204694.2569,6562254797.912557,15922725.441310374,109478.94728214433,4134.63131440973
RES,Recycling,CENTRAL,2041,714939.2128758923,667130.722333084,1083801.344432234,2465871.27964121,327367.4381201258,1320343885.468857,641120572.5165262,6108653385.466212,2018416764.8007853,1310163192.221037,6816906958.04596,16452628.015501322,113026.75378468374,4033.2169046829995
RES,Recycling,CENTRAL,2042,739007.6744483068,695232.511808133,1122107.7408174612,2556347.927073901,344122.3204325526,1331720615.2312822,624777566.6266172,6326193643.573817,2092048283.5346284,1343488258.4042602,7074753668.7041855,16983908.500010382,116614.96587165548,3869.9047872202677
RES,Recycling,CENTRAL,2043,763526.1245660355,724072.789001868,1161060.946827177,2648659.8603950804,361292.33139349613,1365687445.2176461,619046498.8787478,6549847889.23141,2167837852.3139324,1377662648.801513,7340023092.743829,17525890.030044273,120306.72771513148,3780.0067329140957
RES,Recycling,CENTRAL,2044,788538.1507665828,753706.669208957,1200683.579797728,2742928.399773268,378828.3587201312,1400491735.030673,613355346.3168827,6779822476.385065,2245861978.9563155,1412685334.1533432,7612999121.188038,18078858.20385734,124104.63611538323,3696.9031034588434
RES,Recycling,LOWER,2020,151748.25470219098,116233.816758871,227422.28580823352,495404.3572692955,-23389.32616265514,0.0,0.0,2101333904.7922852,684893617.0695097,548425397.681898,2237802124.179897,6171075.876685814,47347.48928661665,
RES,Recycling,LOWER,2021,162436.8217740983,133571.442168526,239962.6557665393,535970.9197091636,-24927.941421997384,585090166.091014,565304508.3004967,2191253184.4775553,701368919.779307,543429342.5770633,2349192761.679799,6392048.586940314,48040.12810157645,
RES,Recycling,LOWER,2022,184183.1761806698,160428.914209687,267479.5180449392,612091.608435296,-28533.51919286186,1563495333.2259645,1459539623.539373,2362019534.359255,755560688.1999632,565552459.569326,2552027762.989892,6938192.082671953,51191.516110464894,
RES,Recycling,LOWER,2023,196756.4513122264,179506.7524061,279590.8197806213,655854.0234989477,-29983.2354082932,691965090.450672,624112865.9088969,2406616527.1587486,804739678.4096032,572169764.2457012,2639186441.3226504,7248699.0578727955,52440.58475446205,
RES,Recycling,LOWER,2024,209264.88286441498,198274.892603024,291830.4642250084,699370.2396924474,-32230.73326601833,704516452.1608325,613945386.5213306,2500100586.6640687,840994537.0682175,574648093.7488532,2766447029.9834332,7512364.88657746,53066.37401489057,
RES,Recycling,LOWER,2025,193910.21879963018,154961.350854742,286533.524727583,635405.0943819552,71707.51038339129,710881808.3776929,598543407.4618807,2612977220.719252,852240277.3806591,668748150.783789,2796469347.316122,7757696.232722784,55336.27304567754,9913.631146540902
RES,Recycling,LOWER,2026,194637.9034892447,153886.03468373,287564.231716017,636088.1698889916,122582.71664488385,985007911.1641315,801304570.3802549,2736221126.306623,899917736.2157617,687689150.6710738,2948449711.8513107,7976408.1051272,54843.741542381686,8035.455063519691
RES,Recycling,LOWER,2027,195564.2065937393,152041.095326604,289411.260340094,637016.5622604373,174151.78117347194,1010715483.8373053,794413234.1192949,2874213529.3081465,962374172.2900014,730101647.4689435,3106486054.1292043,8348871.754561692,56786.63967570056,5803.647123370707
RES,Recycling,LOWER,2028,195836.1128807944,149148.612872071,290800.856805559,635785.5825584244,229422.77396563848,1050139200.746591,797487844.6826582,3105013417.1314363,1006708036.7238587,748282011.3978436,3363439442.457452,8835136.271111632,58780.834495289586,4577.310188498873
RES,Recycling,LOWER,2029,194953.0164143512,143978.104662429,291432.013640071,630363.1347168512,289635.12169891235,1064911951.3960763,781358881.3941821,3190645175.0530066,1028192221.7434392,803035567.8512278,3415801828.945218,9145618.997816483,60691.41981704051,3676.736250595659
RES,Recycling,LOWER,2030,195700.98773726262,144424.895916644,293978.695979758,634104.5796336646,341356.8393612078,1078085163.0953424,764274854.8996564,3353307212.328019,1105054078.6216812,810921831.335823,3647439459.6138773,9438655.067493966,60896.763339449615,3158.235133395301
RES,Recycling,LOWER,2031,196529.33681673897,146024.421836556,296859.924416417,639413.683069712,392920.78427399334,1113914039.2563035,762970646.651439,3500972621.347779,1161773681.3923788,865106079.36705,3797640223.373108,9820288.594809927,64597.69055331884,2834.958301619249
RES,Recycling,LOWER,2032,196650.2216042935,147067.782639147,298558.550280722,642276.5545241624,447396.9537923342,1121565548.145809,742233347.6993883,3695110442.9389906,1210016985.729264,911143920.714817,3993983507.953438,10262307.192086902,64695.941609315196,2506.8689865653396
RES,Recycling,LOWER,2033,194529.087275305,147624.732510615,297808.019257719,639961.8390436389,508367.32017876324,1150997919.2636611,735952849.5982902,3798888679.557299,1243216405.0082128,942198855.762315,4099906228.803197,10617904.556983866,68154.93138663101,2264.1068250786107
RES,Recycling,LOWER,2034,190875.0376514008,147538.773632609,295489.264480306,633903.0757643159,573499.0212222601,1158947245.2896814,715976504.031278,3951950262.8228407,1290557851.3922894,975804632.970393,4266703481.2447367,10923154.735552788,69365.30482171025,2020.8356115755782
RES,Recycling,LOWER,2035,186795.84795124512,146694.857766171,291475.997797859,624966.7035152751,641822.8861826456,1162552317.06862,693916571.718789,4149274619.9168735,1359195370.920957,996254976.246488,4512215014.591343,11293606.260294905,71028.2617876453,1811.3288604946829
RES,Recycling,LOWER,2036,179376.389266766,145248.736686532,286237.659874836,610862.785828134,715910.953428884,1186343984.08162,684171588.9471439,4350730128.292817,1398558658.826863,1016421745.1224029,4732867041.997277,11629426.891685793,73100.48272629915,1657.1110951712335
RES,Recycling,LOWER,2037,170233.7938813704,137666.37742276,281201.72933407803,589101.9006382085,797942.161557208,1193586401.6840641,665070854.1000781,4538182992.469831,1456730960.0897837,1036719077.32654,4958194875.233075,12025337.494400857,73978.48372239163,1495.8307245662324
RES,Recycling,LOWER,2038,159625.42007435692,125800.004837616,276157.624573813,561583.0494857859,886005.700731975,1206817495.299248,649703641.9985616,4604069264.024932,1511132069.5733116,1077484892.7149029,5037716440.883341,12324488.249174688,77323.35960470312,1362.087731830883
RES,Recycling,LOWER,2039,147784.7933136489,112297.696906992,270722.226155144,530804.716375785,978527.605384578,1235644462.7324944,642727498.5852212,4775161058.107451,1573706368.7874568,1115127653.061485,5233739773.833423,12862739.881165337,77559.33324397061,1262.7589205793179
RES,Recycling,LOWER,2040,134587.2544204978,96711.8111344104,264767.979196038,496067.04475094617,1075275.552230777,1241467756.8388274,623919341.2091075,4837865373.415082,1650796168.4411132,1122239409.6661,5366422132.190096,13176866.312738607,80534.08094921288,1154.5577822012845
RES,Recycling,LOWER,2041,120066.6207749134,79318.4227205855,252801.6560788509,452186.6995743498,1182522.1500771483,1273431322.1971688,618341196.8145043,4968642332.634858,1715609122.8835635,1122784894.190362,5561466561.328059,13541115.103978045,83181.23672106268,1076.8773524572791
RES,Recycling,LOWER,2042,104120.58814564449,60057.5155558672,234464.0587193179,398642.1624208296,1299821.1275350384,1282497090.2061229,601684318.8130265,5293160281.004138,1774098914.0147047,1150429389.773256,5916829805.245586,14002630.01159896,85961.17141728925,986.6719835814882
RES,Recycling,LOWER,2043,86747.55480887055,38884.6698547274,213728.42774107418,339360.6524046721,1424165.1910277964,1313602100.5063686,595436960.4010249,5541236615.641298,1812885926.3219392,1182968124.471201,6171154417.492037,14283816.494019786,87647.4518008716,922.3663861341561
RES,Recycling,LOWER,2044,67885.63098600082,15697.3052144913,192175.0391319553,275757.97533244744,1554181.023722054,1345367411.3433309,589213255.506905,5822892267.58143,1908657040.986724,1219039576.897887,6512509731.670267,14687550.987189189,90669.61134583797,865.6439570477816
RES,Recycling,UPPER,2020,441145.15886720177,419526.443594169,456599.292565288,1317270.8950266587,40300.67816113774,0.0,0.0,2809534063.451142,911154073.0134708,693895074.5020144,3026793061.962598,7054440.152691828,63283.84088955468,0.0
RES,Recycling,UPPER,2021,467585.3677859504,454270.682100294,478755.541437033,1400611.5913232774,37539.305915693985,596385301.7945131,576217682.8932494,2904642579.4457965,926629379.394128,692213739.5366784,3139058219.303246,7255682.815091533,65101.619280308834,15886.956011756825
RES,Recycling,UPPER,2022,523786.3786759981,517643.495018827,529497.943998836,1570927.817693661,36790.1824611607,1583988261.1184082,1478669991.0088062,3138271468.9722767,1004326925.6536862,730517013.4091208,3412081381.2168417,7945525.085427291,68526.44759967846,43054.6454285901
RES,Recycling,UPPER,2023,553742.9568001186,555160.657115019,555070.969964637,1663974.5838797744,35499.34588377806,693105982.1682998,625141884.8715684,3289642315.6802278,1074100801.9891086,721835544.5064912,3641907573.162845,8227769.22362522,70643.99893488246,19524.471927946834
RES,Recycling,UPPER,2024,583649.325360665,592535.778152612,580770.450398171,1756955.553911448,34078.355582290795,705547415.8969915,614843811.8562454,3368480658.7303953,1117333257.0759408,736122828.9307274,3749691086.875609,8616523.06877889,70907.04780151184,20703.681379028665
